LinkedIn_news_id (by day),LinkedIn_avg_popularity (by day)
12284,2870.0
12285,-0.5
12286,75.5
12290,1709.5
12291,-0.5
12292,-6.0
12293,69.0
12294,534.0
12295,-1.0
12296,1321.5
12297,-28.5
12298,661.0
12299,-0.5
12301,138.0
12302,5259.0
12303,1548.0
12304,-1.5
12305,1961.5
12306,184.0
12309,0.0
12310,0.0
12315,-12.0
12317,729.5
12319,199.0
12320,67.0
12321,844.0
12322,211.0
12329,0.0
12331,-12.0
12333,-9.0
12334,785.0
12335,-0.5
12343,-3.0
12344,879.0
12345,-1.0
12348,103.0
12349,7.0
12353,1572.5
12354,-0.5
12355,-1.0
12359,180.5
12364,1194.5
12365,46.5
12366,0.0
12370,34.0
12371,-3.0
12372,448.0
12375,54.0
12376,1381.0
12377,-13.5
12379,0.0
12380,-3.0
12381,2290.0
12382,66.5
12383,92.0
12387,2898.5
12390,-0.5
12391,-10.5
12395,-3.0
12398,318.0
12399,105.0
12400,-13.5
12404,-3.0
12405,47.5
12406,-19.5
12413,-3.0
12414,-21.0
12417,-0.5
12419,-0.5
12420,0.0
12423,-1.0
12424,184.0
12429,445.5
12430,41.0
12431,-3.0
12433,-1.5
12434,-12.0
12435,-0.5
12436,-3.0
12437,-12.0
12438,2147.0
12439,-0.5
12441,524.5
12443,93.0
12445,1154.0
12446,2639.0
12447,-9.0
12448,490.0
12449,1585.0
12451,-3.0
12452,0.0
12456,597.0
12457,-1.0
12458,-1.0
12459,-3.0
12460,713.5
12461,-12.5
12462,-13.0
12463,-0.5
12468,-6.0
12469,0.0
12471,1718.5
12472,68.0
12478,0.0
12479,0.0
12480,-3.0
12484,-12.0
12485,-1.0
12488,534.5
12489,496.0
12493,26.0
12495,138.0
12496,-0.5
12497,-14.0
12498,-0.5
12499,1625.0
12500,0.0
12501,-57.0
12502,-0.5
12505,700.0
12507,404.5
12508,388.5
12509,0.0
12510,540.0
12511,694.5
12515,-1.5
12516,193.0
12517,-12.0
12518,27.5
12522,391.5
12523,-1.0
12529,-9.0
12530,1972.5
12537,71.0
12539,733.5
12546,611.5
12547,531.5
12548,469.0
12549,-0.5
12550,-1.5
12552,444.0
12555,81.5
12558,112.5
12561,81650.0
12563,0.0
12565,852.0
12566,-0.5
12567,-12.0
12568,80.5
12572,-12.0
12573,-6.0
12574,-21.0
12575,139.5
12577,111.5
12578,79.0
12581,223.5
12584,1754.0
12585,-4.5
12590,6069.5
12591,635.0
12598,-1.5
12599,-1.0
12602,-0.5
12605,4543.0
12606,743.0
12607,445.0
12608,-3.0
12610,-0.5
12611,-3.0
12613,-18.0
12617,-1.5
12618,-0.5
12619,22.5
12622,-1.0
12624,-12.0
12625,164.5
12626,-1.0
12628,-1.0
12629,277.5
12633,109.5
12634,-1.5
12635,-3.0
12636,-12.0
12641,0.0
12642,151.0
12643,266.5
12647,212.5
12648,18369.5
12649,-1.5
12653,138.0
12655,290.0
12656,-0.5
12664,65.5
12665,519.5
12666,282.0
12667,221.0
12668,-3.0
12669,-4.5
12672,-6.0
12673,-1.0
12675,52.5
12682,-4.5
12685,214.0
12687,-1.5
12688,-1.0
12691,-12.0
12692,-1.5
12694,50.0
12695,-1.5
12696,-1.0
12697,-9.0
12698,-0.5
12699,71.5
12700,-24.0
12702,-12.0
12703,0.0
12704,-15.0
12705,0.0
12707,164.0
12708,-1.5
12709,-1.0
12710,-12.0
12714,1037.0
12715,1411.5
12716,-1.5
12717,21433.5
12718,-12.5
12719,2905.5
12720,-3.0
12722,478.5
12725,-1.0
12726,0.0
12731,-12.0
12732,198.5
12734,721.5
12736,16.0
12738,-15.0
12739,-12.0
12741,-12.0
12742,-13.0
12743,-12.0
12744,0.0
12745,-1.0
12746,62045.5
12747,-1.5
12748,-0.5
12749,-18.0
12750,514.0
12753,-1.5
12754,-1.0
12758,210.0
12759,68.0
12760,0.0
12763,-13.5
12765,78824.0
12766,56.0
12767,-1.5
12769,-13.5
12771,15821.5
12772,-9.0
12773,653.0
12774,-1.5
12777,-1.0
12778,-0.5
12779,-0.5
12783,-12.5
12785,-12.0
12786,495.5
12787,204.0
12789,18.5
12793,0.0
12794,0.0
12795,-1.5
12796,100.0
12801,-1.0
12802,-1.5
12803,2266.5
12804,-6.0
12805,-9.0
12807,-12.0
12808,94.5
12809,41.5
12813,-9.0
12814,0.0
12815,-1.0
12818,-1.0
12819,0.0
12827,111.0
12828,3205.0
12829,1194.5
12830,379.0
12837,66.0
12840,0.0
12841,70.0
12842,909.5
12845,76.5
12846,-27.0
12848,10448.5
12849,-1.0
12852,3151.5
12853,1899.0
12854,-13.5
12857,1662.5
12858,-10.5
12861,69.0
12862,-9.0
12863,-1.5
12864,0.0
12867,-12.0
12869,-3.0
12877,-7.5
12878,-1.5
12884,-9.0
12885,-9.0
12887,-21.0
12891,-1.0
12892,-0.5
12896,261.0
12904,324.0
12905,0.0
12906,0.0
12908,551.5
12909,-15.0
12918,12.0
12919,69.0
12922,54.5
12923,47.5
12927,371.0
12928,0.0
12929,1104.5
12931,-1.0
12934,42.0
12936,-4.5
12937,1104.5
12939,-10.5
12942,-4.5
12943,-0.5
12944,-12.0
12946,-1.0
12947,-1.5
12948,-1.0
12949,319.5
12951,798.5
12952,71.0
12955,-1.5
12956,62.5
12957,37.5
12958,0.0
12960,-4.5
12961,0.0
12963,-31.5
12966,-44.0
12968,-25.5
12969,-30.0
12970,-30.0
12972,-0.5
12973,-0.5
12981,-4.5
12983,-18.0
12984,-3.0
12987,823.5
12989,210.5
12990,-28.5
12991,1407.5
12997,-4.5
12999,-0.5
13000,-0.5
13001,283.5
13002,593.5
13008,-7.5
13009,217.0
13014,597.0
13015,361.0
13016,0.0
13018,-0.5
13019,763.5
13022,153.5
13025,0.0
13026,406.0
13027,-4.5
13028,-0.5
13029,448.0
13030,-21.0
13032,-4.5
13033,-13.5
13034,131.0
13035,3663.0
13038,-0.5
13039,57.0
13040,-1.5
13045,0.0
13046,0.0
13057,4054.5
13058,1318.5
13059,48.0
13064,490.5
13065,1344.5
13069,147.5
13071,71.5
13072,-24.0
13073,126.0
13074,0.0
13081,310.5
13082,-63.0
13083,71.0
13084,-21.0
13085,-31.5
13090,-9.0
13091,325.5
13101,142.5
13104,0.0
13105,0.0
13106,-1.5
13107,-0.5
13114,-1.5
13117,-12.0
13119,-9.0
13121,754.0
13125,122.0
13127,66.0
13128,-12.0
13129,-1.0
13130,51.0
13131,0.0
13132,-1.5
13140,-0.5
13141,0.0
13142,-4.5
13146,47.0
13147,-4.5
13151,-4.5
13154,129.5
13159,-0.5
13164,1399.5
13166,-12.0
13170,-9.0
13171,-1.5
13172,-1.5
13174,-1.0
13175,-13.5
13176,-1.0
13177,583.5
13178,313.0
13179,-1.0
13180,-1.5
13181,0.0
13182,0.0
13183,-0.5
13185,-1.0
13187,-1.0
13189,-12.0
13191,-33.0
13192,2065.5
13199,-30.0
13203,0.0
13205,137.5
13206,-18.0
13212,-10.5
13213,191.0
13215,-13.0
13217,985.0
13218,1337.0
13220,-1.5
13221,-9.0
13222,-0.5
13223,4552.5
13225,996.0
13227,-1.0
13232,0.0
13234,-12.0
13237,0.0
13238,273.0
13239,32.0
13241,1378.5
13242,-0.5
13244,362.5
13245,1276.5
13246,24.0
13247,-1.0
13248,-1.0
13253,-12.5
13254,300.0
13258,0.0
13259,-0.5
13260,23.5
13263,-0.5
13264,-62.5
13269,-3.0
13271,765.5
13274,-0.5
13275,4109.5
13276,318.0
13277,-0.5
13281,399.0
13283,199.5
13287,196.0
13288,-1.5
13289,-31.5
13290,132.0
13293,-1.5
13294,-72.0
13299,-12.0
13303,-72.0
13307,260.0
13311,-0.5
13312,-10.5
13313,-48.0
13316,-1.0
13318,8640.5
13319,50.5
13323,17.0
13325,-7.5
13334,2661.5
13335,54.0
13336,328.5
13339,589.0
13340,68.5
13341,-18.0
13342,-3.0
13343,-12.0
13346,-13.0
13348,327.5
13354,-0.5
13359,-0.5
13360,-3.0
13361,15.0
13364,-1.5
13367,-9.0
13368,68.0
13371,-30.0
13372,-3.0
13374,-1.5
13380,-1.0
13381,1364.0
13383,581.0
13384,-3.0
13385,-55.5
13387,-12.5
13388,615.0
13389,118.5
13391,-0.5
13392,-1.0
13393,70.0
13394,-1.5
13396,28848.5
13397,-1.5
13399,36.0
13400,138.5
13402,14.5
13405,5001.0
13407,-1.5
13408,6344.5
13410,-9.0
13412,144.5
13414,13571.0
13416,24169.5
13417,560.0
13418,-4.5
13419,215.0
13420,-62.0
13421,672.0
13422,-0.5
13423,-4.5
13424,-32.0
13431,39.0
13432,95.0
13433,0.0
13439,-1.5
13440,250.0
13442,-1.5
13444,0.0
13447,-0.5
13451,-18.0
13453,0.0
13454,-0.5
13455,73.5
13456,-3.0
13459,-1.5
13461,2.0
13463,4.0
13464,-9.0
13466,-1.5
13469,-0.5
13470,61.0
13471,-3.0
13473,-3.0
13474,59.0
13475,-12.0
13477,0.0
13479,90.0
13482,245.0
13484,668.5
13485,243.0
13487,-9.0
13488,-1.0
13489,846.5
13490,9.5
13492,-0.5
13493,-1.0
13495,68.5
13496,-1.0
13498,0.0
13499,204.5
13500,-1.5
13502,0.0
13504,-53.5
13505,-0.5
13507,186.0
13508,-3.0
13510,-1.5
13515,3117.0
13516,0.0
13518,123.5
13519,-22.5
13520,218.0
13521,0.0
13522,-1.0
13526,47.0
13527,0.0
13528,889.0
13530,-30.0
13532,-12.0
13534,69.5
13536,-1.0
13537,76.0
13538,0.0
13539,217.0
13540,1597.0
13542,594.5
13547,2895.5
13548,-1.0
13549,78.5
13550,-7.5
13551,-12.0
13553,750.0
13556,0.0
13557,92.0
13558,587.5
13559,-1.0
13562,-1.0
13563,1482.0
13567,3102.0
13568,0.0
13575,-1.5
13576,56.0
13577,-0.5
13578,0.0
13579,-3.0
13580,-1.5
13581,25.5
13582,26.5
13584,-1.5
13585,44.5
13587,0.0
13590,1134.5
13591,-72.0
13592,-4.5
13595,352.5
13596,983.0
13597,1288.5
13601,1859.0
13602,141.0
13603,372.0
13605,1439.5
13606,-0.5
13609,1494.5
13610,-0.5
13611,-1.0
13613,159.5
13615,748.5
13616,0.0
13617,-10.5
13618,2048.0
13619,0.0
13620,-12.5
13621,1289.5
13624,-12.0
13625,452.0
13626,-1.5
13628,-0.5
13629,-10.5
13630,113.5
13631,320.5
13632,-0.5
13634,-24.0
13636,896.0
13637,75.0
13638,325.0
13643,-1.5
13644,1534.5
13645,130.5
13646,-0.5
13647,-15.0
13648,987.0
13651,2461.0
13652,361.0
13653,70.0
13654,-4.5
13656,192.0
13657,-1.0
13659,-12.0
13660,2448.5
13661,-12.0
13662,-12.0
13663,183.0
13664,0.0
13665,-7.5
13666,-0.5
13669,62.0
13671,-12.0
13672,332.5
13674,-1.5
13675,0.0
13677,232.0
13679,-6.0
13680,692.5
13681,-0.5
13682,-27.0
13685,-1.0
13686,43948.5
13688,-1.5
13689,-1.5
13690,1491.5
13691,-0.5
13693,0.0
13694,-3.0
13695,-27.0
13696,-0.5
13697,-1.0
13699,-13.5
13701,247.5
13703,-0.5
13704,1092.5
13705,-10.5
13707,-12.5
13708,-0.5
13709,63.0
13715,-1.5
13716,-1.5
13717,-1.0
13718,-53.5
13723,-1.5
13724,1041.0
13725,820.5
13726,0.0
13728,4876.0
13729,659.5
13732,3384.0
13733,-4.5
13734,-0.5
13735,-12.0
13736,7274.5
13737,0.0
13740,-12.0
13741,-12.0
13742,187.5
13743,10691.0
13744,-16.5
13748,-12.0
13749,0.0
13750,72.0
13751,-1.0
13752,436.5
13754,-13.0
13757,1656.5
13758,-6.0
13759,-18.0
13760,689.5
13763,136.5
13764,-0.5
13765,-1.5
13766,-1.5
13767,-12.5
13768,2211.0
13770,-0.5
13785,-3.0
13786,-6.0
13787,-1.5
13794,1352.0
13795,211.0
13796,71.0
13800,-1.5
13803,197.5
13804,-1.0
13805,-4.5
13809,-17.5
13810,-0.5
13811,48.0
13812,-1.5
13814,-12.0
13815,1621.5
13816,550.5
13817,-3.0
13818,-6.0
13821,-12.0
13823,12.5
13824,-10.5
13825,-0.5
13826,-21.0
13830,3211.0
13835,-0.5
13841,317.5
13842,33.0
13843,1839.0
13844,-0.5
13848,422.5
13853,-12.0
13854,-13.5
13855,-3.0
13856,-1.5
13857,12511.5
13863,51.5
13864,1076.5
13865,0.0
13871,407.5
13872,557.0
13873,5906.0
13874,647.5
13875,2253.5
13878,724.5
13879,-1.0
13880,0.0
13884,-12.0
13885,-12.0
13886,-12.0
13887,-14.0
13889,-1.5
13890,12.5
13891,-6.0
13892,456.0
13895,-12.5
13896,-14.5
13898,0.0
13900,15.5
13901,107.5
13905,476.5
13906,606.0
13907,1257.0
13908,-3.0
13911,0.0
13914,434.0
13915,-1.5
13916,-0.5
13917,-12.0
13918,-3.0
13919,40.0
13920,-0.5
13921,-13.0
13922,-14.0
13923,-12.0
13925,21.0
13926,0.0
13930,2120.0
13936,44.5
13937,115.0
13938,425.5
13939,230.5
13940,-13.5
13941,-6.0
13942,-0.5
13947,-12.0
13949,0.0
13950,-12.0
13953,37.5
13954,3372.0
13956,-1.0
13957,1242.0
13960,212.5
13961,-3.0
13963,-27.0
13964,121.5
13965,683.0
13966,1538.0
13967,-18.0
13968,-12.0
13969,852.5
13970,2904.0
13971,-0.5
13973,-12.5
13974,0.0
13975,-1.5
13976,267.5
13978,-1.0
13979,-0.5
13981,-12.5
13982,-0.5
13984,-15.5
13986,-0.5
13987,-22.5
13988,-0.5
13991,70.0
13992,-6.0
13995,-0.5
13996,241.0
13997,176.5
13998,-1.0
14001,-21.0
14004,497.0
14006,271.5
14009,728.0
14010,0.0
14019,-1.5
14020,25.5
14030,-16.5
14034,120.5
14035,-0.5
14036,490.5
14040,-12.5
14053,-6.0
14054,1618.0
14055,52.0
14060,281.0
14061,1678.0
14068,-1.5
14086,2352.0
14087,-1.0
14090,-1.0
14091,-7.5
14094,382.0
14095,-1.0
14096,-15.0
14099,-12.0
14100,517.0
14101,10.5
14102,235.0
14103,-1.0
14107,-1.0
14108,-1.5
14113,-72.0
14116,-12.0
14117,-12.5
14121,3.0
14122,1013.0
14129,-1.0
14130,-1.5
14131,-7.5
14132,-16.5
14134,-12.0
14135,1131.5
14136,-1.5
14138,-12.0
14142,4470.0
14147,1450.5
14148,-1.5
14152,1211.5
14153,-1.0
14155,-12.0
14158,-1.0
14159,-13.5
14163,0.0
14164,634.0
14168,679.0
14169,-21.0
14170,251.5
14171,1552.5
14172,-0.5
14173,29.5
14174,-0.5
14178,0.0
14179,-1.5
14180,2632.0
14181,-3.0
14186,1838.5
14187,-25.5
14188,66.5
14189,-9.0
14194,-12.0
14197,15177.0
14198,-3.0
14199,2943.0
14200,43.5
14205,27.5
14208,2872.5
14209,-3.0
14210,-64.5
14214,320.0
14215,69.0
14219,199.5
14225,591.5
14226,108.5
14229,40.5
14232,31.5
14234,-3.0
14235,-9.0
14238,240.5
14239,-1.5
14243,-1.5
14245,-0.5
14246,-4.5
14247,0.0
14248,46.0
14251,2144.0
14253,-12.5
14255,0.0
14256,-0.5
14257,-1.0
14258,-6.0
14261,-12.5
14262,467.0
14263,-1.5
14264,278.5
14265,15597.5
14267,8466.5
14268,147.0
14269,18825.0
14270,-1.0
14272,-3.0
14275,-0.5
14278,0.0
14279,301.5
14282,-12.0
14283,-3.0
14285,69.0
14286,-1.5
14287,-6.0
14288,-0.5
14289,18.5
14290,-7.5
14291,30.0
14292,272.5
14294,-1.0
14295,0.0
14296,42.5
14298,-6.0
14300,3731.0
14301,126.5
14302,2397.5
14305,-12.0
14309,279.0
14315,-9.0
14316,-0.5
14317,70.5
14319,91.5
14321,133.5
14322,1229.0
14323,-3.0
14327,-0.5
14328,605.0
14329,-1.0
14330,-1.5
14331,120.5
14333,-13.0
14335,6.5
14339,-7.5
14342,1313.0
14343,2755.5
14345,71.0
14348,241.5
14350,1845.0
14352,-12.5
14353,-12.5
14354,-12.0
14356,713.5
14357,-0.5
14358,3700.5
14359,-1.0
14360,-1.5
14361,-12.0
14363,-49.0
14366,171.0
14368,-0.5
14369,-25.5
14370,131.0
14371,-0.5
14372,-50.5
14373,57.0
14374,-16.5
14375,-12.0
14376,-1.0
14377,70.0
14378,-1.0
14380,0.0
14381,-4.5
14382,379.5
14386,-7.5
14387,-3.0
14388,-0.5
14389,-12.0
14390,-12.0
14391,201.0
14392,-4.5
14393,-53.0
14394,-1.0
14395,51.0
14398,-13.5
14401,821.0
14402,-12.0
14404,-12.0
14405,-12.0
14406,204.0
14409,0.0
14412,-0.5
14418,382.5
14420,-1.5
14425,309.0
14426,-7.5
14428,-12.0
14431,-1.5
14432,597.0
14433,-1.5
14440,26.5
14441,131.5
14442,1617.0
14443,-1.0
14445,149.5
14447,68.5
14448,268.0
14450,-12.0
14452,1135.5
14453,-3.0
14459,67.0
14460,25194.5
14461,113.0
14462,-1.5
14469,105.5
14470,1589.5
14471,112.0
14472,301.0
14473,0.0
14474,-0.5
14480,-12.5
14488,139.0
14489,16379.5
14490,-7.5
14491,11061.0
14492,172.0
14495,-0.5
14496,-7.5
14503,-13.0
14504,497.5
14506,-1.0
14507,90.5
14508,-3.0
14514,18680.5
14515,0.0
14517,-12.0
14518,2116.0
14519,-72.0
14520,26.0
14521,138.5
14522,15.0
14524,-12.0
14525,0.0
14526,-1.0
14527,-0.5
14528,-4.5
14529,7507.5
14530,81.5
14533,190.5
14534,-3.0
14536,122.0
14537,71.0
14538,0.0
14540,-12.5
14541,-12.5
14544,1387.0
14545,311.0
14546,-0.5
14547,98.0
14548,57.0
14549,0.0
14551,64.5
14554,654.0
14558,-1.5
14559,241.5
14560,0.0
14561,237.5
14562,-0.5
14563,70.0
14566,-12.0
14567,-13.0
14569,259.5
14570,-1.0
14573,-1.5
14574,0.0
14575,-1.5
14577,42.5
14578,435.5
14579,2021.0
14580,-12.0
14581,-12.5
14582,-1.5
14584,-12.0
14585,1308.0
14586,95.0
14587,98.5
14589,-13.5
14590,-19.5
14591,-28.5
14594,-13.0
14595,-12.0
14596,-0.5
14600,-12.5
14601,266.5
14602,-1.0
14603,56.5
14604,207.0
14605,0.0
14607,298.0
14608,-12.0
14609,-30.0
14610,328.0
14611,-30.0
14612,-0.5
14614,-13.0
14615,713.0
14616,-1.0
14617,-1.5
14619,-9.0
14620,-18.0
14621,36.0
14623,-4.5
14624,207.0
14625,286.5
14626,630.0
14627,-6.0
14630,-12.0
14631,69.0
14632,0.0
14633,252.5
14636,2222.5
14637,235.0
14639,-1.0
14646,2628.5
14647,-12.0
14649,-1.5
14651,-0.5
14653,8072.5
14656,-13.0
14659,-1.5
14660,-21.0
14661,-25.0
14662,259.5
14664,0.0
14665,0.0
14666,7977.5
14671,2133.0
14672,0.0
14675,-12.5
14677,-0.5
14679,1542.0
14680,-12.0
14681,-3.0
14682,-0.5
14684,-12.0
14685,-14.0
14686,-0.5
14687,-0.5
14688,553.5
14689,-0.5
14693,205.5
14694,-4.5
14697,0.0
14698,-20.5
14700,-1.5
14704,-3.0
14705,1129.5
14708,181.0
14714,-12.5
14716,-16.5
14717,2905.0
14718,-34.5
14719,-72.0
14721,185.0
14724,209.0
14727,853.5
14728,705.0
14729,-33.0
14730,-1.5
14731,-1.0
14734,386.0
14735,-4.5
14736,-0.5
14737,-7.5
14738,295.5
14739,-12.0
14740,136.5
14741,-12.5
14742,225.0
14743,205.5
14744,-0.5
14745,-34.5
14746,964.5
14749,758.5
14753,4385.0
14754,240.5
14755,71.0
14756,611.5
14757,-1.0
14763,4431.0
14764,0.0
14768,-12.0
14769,-12.0
14770,-1.5
14771,4110.5
14772,34.5
14773,23338.5
14776,-12.5
14777,-15.5
14778,-12.0
14780,-0.5
14781,9.5
14782,-6.0
14783,429.0
14784,-1.5
14788,-13.5
14790,-1.5
14791,-0.5
14792,-0.5
14793,-12.0
14794,-14.0
14795,1098.5
14796,-1.0
14797,344.0
14798,297.5
14799,477.5
14803,-12.5
14804,-12.5
14807,48.5
14808,-1.0
14814,7221.0
14815,-1.5
14816,3512.5
14817,0.0
14819,3464.0
14821,-34.0
14822,43.0
14823,204.0
14826,747.5
14827,-4.5
14828,31260.5
14829,-1.0
14830,-13.5
14831,-7.5
14832,-12.0
14833,452.5
14834,-16.5
14835,52.0
14837,349.0
14838,-12.5
14839,373.0
14840,137.0
14841,-0.5
14844,-22.5
14845,-12.0
14846,-13.0
14847,-12.0
14849,70.0
14850,-1.5
14851,427.5
14852,-1.0
14853,-1.0
14856,122.0
14857,-6.0
14861,74.0
14862,638.0
14863,680.5
14864,42.0
14865,1546.0
14867,255.5
14868,127.0
14869,71.0
14870,115.0
14872,63.0
14874,-25.5
14875,158.5
14876,-1.5
14881,597.5
14882,-34.0
14883,556.5
14884,-38.5
14885,3235.5
14886,2338.5
14887,-16.0
14888,-4.5
14889,-7.5
14891,-20.0
14892,-12.5
14894,121.0
14895,598.5
14896,-0.5
14897,66.5
14898,240.5
14899,-9.0
14901,4.0
14902,71.0
14904,188.5
14905,-12.0
14906,10075.0
14910,697.5
14911,6397.5
14912,2054.5
14913,666.0
14915,-12.0
14916,-12.0
14917,-40.0
14918,-1.5
14919,0.0
14920,25.5
14921,1353.0
14922,-14.0
14923,0.0
14924,956.0
14925,1425.5
14926,62.0
14927,646.0
14928,-0.5
14929,-7.5
14930,-0.5
14931,-0.5
14933,851.5
14934,-3.0
14936,119.0
14937,0.0
14938,1261.0
14940,273.0
14941,21.5
14942,-0.5
14943,293.0
14944,-12.0
14945,-12.5
14946,804.0
14947,-1.5
14948,192.0
14949,-1.5
14950,287.0
14951,67.5
14953,-12.0
14954,-12.0
14955,-3.0
14956,117.5
14960,0.0
14961,15618.5
14962,-1.0
14964,-12.5
14965,13.0
14966,992.5
14967,66.5
14969,-12.5
14970,102.5
14971,1303.0
14975,1704.0
14976,-31.5
14977,-53.0
14979,0.0
14984,-10.5
14985,-0.5
14987,-12.0
14989,1876.0
14990,-1.5
14991,362.0
14992,250.0
14996,-0.5
14997,232.0
14998,60.5
15000,125.0
15001,519.0
15002,-1.5
15003,-30.0
15004,-34.5
15006,-30.0
15007,-0.5
15008,-12.0
15009,927.0
15010,-1.0
15011,0.0
15014,-12.5
15015,423.0
15016,-0.5
15017,280.5
15018,-12.5
15020,984.0
15021,1074.5
15022,-1.0
15023,6.0
15024,-4.5
15025,8458.5
15027,-12.0
15028,111.5
15029,94.5
15030,-1.5
15032,-12.0
15033,858.0
15034,580.5
15035,250.5
15036,28956.5
15037,315.0
15040,-35.0
15041,-13.5
15042,-12.0
15043,-12.0
15044,-1.0
15047,156.0
15048,-12.0
15051,264.5
15052,213.0
15054,-3.0
15055,133.0
15056,67.0
15057,480.0
15062,-1.0
15063,1046.5
15064,-0.5
15067,22364.0
15068,492.5
15072,162.0
15073,533.5
15074,73.0
15075,437.5
15076,-33.0
15077,1374.5
15078,291.0
15079,-16.5
15080,563.0
15081,399.0
15082,-12.0
15084,-1.5
15085,1156.5
15086,21.0
15087,41485.5
15092,-12.0
15093,-18.0
15098,1811.5
15099,-0.5
15100,-0.5
15104,21021.0
15106,-4.5
15109,97.0
15114,-12.0
15117,-22.0
15119,-67.5
15120,-72.0
15123,-1.5
15124,-1.5
15125,384.5
15127,-12.0
15128,-12.0
15129,125.5
15130,640.0
15132,2592.0
15133,-24.0
15137,991.5
15138,-1.5
15139,-1.5
15140,0.0
15142,-12.0
15143,69.0
15144,-24.0
15146,46.5
15147,96.5
15148,9.0
15151,-12.5
15154,146.5
15155,-3.0
15156,55.0
15157,-50.0
15158,-12.0
15159,749.0
15160,-1.0
15161,956.0
15163,-12.0
15164,-1.0
15166,-3.0
15167,6502.5
15170,-14.5
15171,63.0
15172,63.5
15173,-12.0
15174,-39.5
15176,370.5
15177,6586.0
15178,186.0
15179,-1.0
15180,-1.5
15184,306.0
15185,-12.5
15188,-1.5
15189,66.0
15190,-13.0
15191,-6.0
15192,-0.5
15193,-4.5
15194,1470.5
15195,-12.0
15196,-30.0
15198,-14.0
15200,-1.5
15201,-0.5
15202,468.0
15203,-18.0
15204,-9.0
15205,-51.0
15206,-3.0
15207,70.0
15208,-25.5
15209,64.0
15210,-6.0
15212,-18.0
15216,13659.5
15217,-38.0
15218,-21.0
15220,-1.0
15221,70.0
15222,-0.5
15225,13104.5
15226,-1.0
15227,-14.0
15228,0.0
15234,-0.5
15238,398.5
15239,-6.0
15240,192.0
15241,-4.5
15242,-7.5
15243,-60.0
15244,0.0
15248,604.0
15249,-6.0
15252,-33.0
15253,-34.5
15255,-24.5
15256,22.5
15258,-1.5
15260,3218.5
15261,0.0
15262,110.0
15263,146.5
15264,677.5
15265,183.5
15266,10635.5
15267,-16.0
15269,-44.0
15270,150.0
15276,-3.0
15278,721.5
15279,-15.0
15280,-1.5
15281,-0.5
15282,-4.5
15283,176.5
15284,-7.5
15285,-10.5
15286,-72.0
15287,294.0
15288,-38.5
15289,70.5
15290,-3.0
15291,-1.0
15293,-0.5
15297,143.0
15298,68.5
15300,-12.0
15301,-7.5
15302,121.5
15303,68.5
15304,263.5
15305,1878.5
15306,815.5
15309,-4.5
15310,-1.0
15311,77.0
15312,-1.0
15313,-3.0
15315,-0.5
15316,-0.5
15317,75.5
15320,205.5
15321,-44.5
15323,-72.0
15325,740.5
15326,-72.0
15327,104.5
15331,3197.0
15333,-7.5
15334,-3.0
15335,-4.5
15336,128.5
15340,2253.0
15341,-9.0
15342,0.0
15343,-12.0
15344,2155.5
15348,66.0
15349,517.5
15350,1004.0
15352,-72.0
15353,865.5
15354,-56.5
15355,1600.0
15356,70.5
15357,5.5
15358,32.5
15359,49.5
15360,40.0
15361,43.0
15362,-12.5
15363,1537.0
15365,-13.0
15366,-9.0
15369,-1.0
15370,-72.0
15372,-3.0
15373,337.0
15374,95.0
15377,-3.0
15378,-19.0
15379,273.0
15380,1097.0
15383,-18.5
15384,673.5
15385,131.0
15386,-4.5
15387,0.0
15388,2315.5
15393,17762.5
15395,251.0
15396,867.0
15399,-0.5
15400,244.5
15401,217.5
15402,-1.0
15403,418.0
15404,0.0
15407,-72.0
15409,-0.5
15413,-72.0
15416,-0.5
15417,1621.0
15419,885.0
15421,-12.0
15422,-3.0
15423,0.0
15424,-12.0
15425,-0.5
15428,-72.0
15429,-1.0
15430,4549.0
15431,473.0
15432,-12.0
15433,-72.0
15434,74.5
15435,-0.5
15436,-0.5
15438,-72.0
15439,134.0
15440,-0.5
15444,-1.0
15445,2856.0
15447,0.0
15448,354.0
15449,11.5
15450,163.0
15453,-1.0
15455,1035.5
15456,2087.5
15459,1526.5
15460,502.5
15461,3318.5
15462,-12.0
15463,1403.0
15464,-1.0
15465,163.5
15468,-12.0
15471,-13.5
15472,1063.5
15475,-12.0
15476,159.0
15478,-1.5
15479,0.0
15480,-1.0
15481,351.0
15484,3426.5
15485,253.5
15487,4505.5
15488,260.5
15489,-0.5
15492,-1.5
15493,-1.0
15495,1885.5
15496,-6.0
15497,714.0
15502,-3.0
15503,-9.0
15506,-1.5
15508,-20.5
15509,-13.5
15510,-14.0
15515,679.5
15516,-1.0
15517,284.0
15518,0.0
15519,88.5
15520,-12.0
15521,-1.5
15526,67.5
15527,-1.0
15528,-0.5
15529,453.5
15530,588.5
15531,71.0
15532,0.0
15533,1284.5
15534,-1.5
15536,-12.0
15539,3286.0
15540,610.5
15543,-12.0
15546,550.5
15547,99.0
15549,-1.5
15550,-0.5
15551,-0.5
15552,2676.0
15555,68.5
15556,763.5
15559,33499.5
15560,-0.5
15561,-1.5
15564,16135.0
15565,0.0
15566,-0.5
15567,101.5
15568,15.0
15569,-9.0
15570,260.0
15571,-0.5
15572,4150.5
15573,2677.5
15574,-1.0
15575,823.0
15577,-12.0
15579,109.5
15580,243.5
15581,-3.0
15583,0.0
