GooglePlus_news_id (by day),GooglePlus_avg_popularity (by day)
31313,-0.5
31314,21.5
31315,-4.5
31319,148.0
31320,78.0
31321,-3.0
31324,-10.5
31327,-1.0
31328,-10.5
31329,-7.5
31335,-0.5
31336,54.0
31337,52.5
31338,-9.0
31341,-1.0
31342,66.5
31348,-12.0
31351,-1.0
31354,140.5
31355,123.0
31356,-0.5
31357,-10.5
31359,116.5
31360,-0.5
31363,-10.5
31364,215.5
31365,-4.5
31366,-0.5
31369,-3.0
31370,70.0
31371,70.5
31372,0.0
31373,-9.0
31375,0.0
31376,0.0
31377,183.5
31378,-1.0
31382,-17.5
31383,-10.5
31384,328.0
31385,0.0
31387,-11.0
31388,-0.5
31389,-9.0
31390,-0.5
31393,-3.0
31394,50.5
31395,-3.0
31396,55.0
31398,319.0
31403,-4.5
31404,-31.5
31405,-6.0
31407,52.5
31408,60.0
31409,-4.5
31410,-1.5
31411,-10.5
31412,-1.5
31413,107.5
31414,-3.0
31415,-1.5
31416,-4.5
31417,-1.5
31418,-1.5
31419,-1.0
31420,-4.5
31421,-4.5
31422,-10.5
31423,10.0
31430,-11.5
31431,-10.5
31433,-11.5
31447,248.5
31448,-10.5
31450,-11.5
31452,-1.5
31453,-1.5
31454,-10.5
31458,-0.5
31459,-6.0
31460,-1.5
31462,66.0
31463,877.5
31465,207.5
31466,-0.5
31467,0.0
31469,-40.5
31474,0.0
31475,-1.0
31479,-10.5
31480,33.5
31481,-0.5
31482,37.5
31483,233.0
31485,204.0
31486,-0.5
31489,-11.0
31490,-0.5
31491,0.0
31492,-11.5
31493,30.0
31494,-9.0
31495,48.0
31496,0.0
31497,1053.5
31498,157.0
31499,47.5
31500,-0.5
31503,-1.0
31504,0.0
31505,-1.0
31506,161.0
31515,46.5
31516,-1.5
31519,41.0
31520,-0.5
31521,878.0
31523,397.0
31524,-1.5
31525,-0.5
31528,-12.0
31529,-0.5
31530,132.0
31531,-1.0
31532,0.0
31535,-10.5
31537,-0.5
31538,0.0
31539,30.0
31541,520.5
31542,-0.5
31543,62.5
31544,0.0
31546,-11.0
31547,-11.0
31549,66.0
31550,-3.0
31557,1233.0
31564,-11.0
31566,138.5
31567,0.0
31570,-15.5
31573,-0.5
31574,-1.0
31575,-0.5
31576,31.5
31578,63.5
31579,49.5
31580,-7.5
31581,-1.0
31582,63.0
31583,-1.5
31587,0.0
31588,-3.0
31589,67.5
31592,-10.5
31593,68.0
31594,-0.5
31596,-0.5
31597,-1.5
31600,247.5
31601,-0.5
31602,-0.5
31605,-13.0
31606,-3.0
31610,-1.0
31611,-3.0
31613,-72.0
31614,141.0
31617,-13.5
31619,-9.0
31620,-1.0
31623,111.0
31624,-0.5
31625,-6.0
31628,49.0
31629,-1.5
31632,-0.5
31633,-1.0
31635,64.5
31637,-10.5
31639,-3.0
31640,-3.0
31642,-11.5
31644,47.0
31645,-0.5
31646,-1.0
31648,-50.0
31650,-1.0
31652,-0.5
31654,70.0
31655,-5.0
31656,40.0
31658,-10.5
31659,-1.0
31661,-18.0
31664,0.0
31665,-3.0
31666,-4.5
31667,-10.5
31669,-0.5
31670,0.0
31672,-0.5
31673,73.0
31674,49.5
31676,-11.5
31677,297.0
31679,-0.5
31680,579.0
31681,-0.5
31682,-10.5
31685,30.0
31686,-9.0
31688,-11.0
31689,133.5
31690,-10.5
31691,-10.5
31692,-12.5
31693,-68.5
31695,203.0
31696,-11.0
31697,-10.5
31699,-1.5
31700,-72.0
31701,45.0
31702,-11.0
31704,72.0
31705,71.0
31709,-1.5
31710,0.0
31711,-3.0
31718,-10.5
31720,52.5
31721,126.0
31722,0.0
31723,-10.5
31725,-0.5
31726,-1.5
31731,-10.5
31732,45.5
31733,-10.5
31735,-1.0
31736,390.0
31737,-3.0
31741,-17.5
31742,69.0
31743,-0.5
31744,50.0
31745,-3.0
31749,-0.5
31750,-1.0
31752,-10.5
31753,208.0
31754,89.0
31755,0.0
31756,-3.0
31757,-0.5
31760,-11.0
31764,-13.5
31765,-10.5
31766,0.0
31769,-20.5
31770,-10.5
31772,-15.0
31774,180.5
31775,-0.5
31778,109.5
31779,303.5
31780,-1.5
31784,875.0
31785,72.0
31789,-14.0
31790,351.5
31791,-6.0
31792,-1.5
31793,101.5
31794,-1.5
31795,0.0
31802,-11.0
31804,122.0
31805,-0.5
31806,-0.5
31808,-32.0
31810,286.0
31811,0.0
31812,93.0
31814,-11.0
31815,242.5
31816,-11.0
31818,-0.5
31822,-12.0
31823,111.5
31825,-1.0
31826,69.0
31827,186.5
31831,67.5
31832,301.0
31835,417.0
31836,190.0
31840,170.0
31841,69.0
31842,-0.5
31843,0.0
31846,34.5
31847,-10.5
31849,0.0
31850,130.5
31853,517.0
31855,-10.5
31857,65.5
31858,246.5
31859,63.5
31860,-0.5
31862,43.0
31867,-0.5
31870,267.5
31871,70.5
31874,-10.5
31876,173.5
31877,-4.5
31878,-18.0
31880,256.5
31881,297.0
31882,-4.5
31883,-1.5
31885,-11.5
31886,41.5
31887,-4.5
31888,65.5
31889,51.0
31890,-1.0
31891,-12.0
31894,-1.0
31895,-0.5
31896,40.0
31900,-21.0
31907,198.5
31908,-0.5
31912,0.0
31913,0.0
31918,262.5
31919,114.0
31923,208.5
31924,70.0
31925,80.5
31928,70.0
31929,-1.5
31935,105.5
31939,-6.0
31940,65.5
31941,0.0
31942,0.0
31943,-10.5
31944,-10.5
31945,-0.5
31946,-4.5
31948,-11.5
31949,-4.5
31950,0.0
31952,-10.5
31953,-10.5
31956,-0.5
31959,297.0
31960,28.5
31961,-0.5
31962,-72.0
31964,-10.5
31965,-1.5
31966,52.0
31967,-1.0
31969,-66.0
31971,-0.5
31972,-0.5
31973,135.0
31974,-1.5
31975,0.0
31978,-3.0
31979,-6.0
31980,-1.5
31981,0.0
31982,54.0
31983,32.0
31984,-3.0
31985,51.0
31986,-10.5
31987,-0.5
31988,-11.0
31990,-1.0
31991,60.5
31992,-15.0
31993,103.5
31994,-0.5
31997,-7.5
31998,-0.5
32001,-10.5
32002,0.0
32003,59.0
32004,85.5
32005,-1.5
32006,-9.0
32008,-12.0
32010,-0.5
32012,-3.5
32015,-34.5
32016,-16.5
32020,135.0
32021,-0.5
32022,0.0
32025,-11.0
32027,70.0
32028,-0.5
32029,-0.5
32030,-9.0
32031,-10.5
32032,-1.0
32033,0.0
32034,-1.5
32037,112.0
32038,-10.5
32039,-7.5
32040,-3.0
32042,0.0
32043,0.0
32044,0.0
32045,-6.0
32046,52.5
32047,-0.5
32048,1117.0
32049,637.0
32050,-3.0
32051,-10.5
32053,473.0
32055,-10.5
32056,-11.0
32057,-1.0
32058,0.0
32061,180.0
32063,-49.5
32065,-0.5
32066,39.5
32067,-1.5
32068,-18.0
32072,15.5
32074,30.0
32079,-0.5
32080,66.0
32081,0.0
32082,298.5
32083,-9.0
32084,92.5
32086,-10.5
32087,-10.5
32089,-0.5
32090,215.5
32091,71.0
32092,-3.0
32098,-10.5
32100,71.0
32101,-1.0
32102,0.0
32105,-4.5
32106,-22.5
32107,-1.5
32111,0.0
32116,22.0
32120,-22.5
32121,-4.5
32125,-1.5
32129,-0.5
32130,0.0
32131,-0.5
32132,-6.0
32136,-0.5
32137,-0.5
32141,-11.0
32142,64.0
32143,-1.0
32144,0.0
32147,-6.0
32148,69.0
32149,-1.5
32150,0.0
32152,-11.5
32154,66.0
32155,0.0
32156,0.0
32157,-0.5
32161,-10.5
32162,-9.0
32164,-10.5
32166,-0.5
32168,0.0
32169,-0.5
32170,135.0
32171,-0.5
32174,-0.5
32176,-10.5
32177,-10.5
32180,32.5
32181,0.0
32182,-0.5
32183,-1.0
32184,-6.0
32187,-0.5
32188,-0.5
32189,42.0
32190,67.0
32191,44.5
32192,-0.5
32194,-1.5
32195,98.0
32196,36.5
32198,-11.0
32199,0.0
32200,240.5
32201,-0.5
32204,112.5
32205,70.0
32206,-1.0
32208,-10.5
32210,-1.5
32211,-7.5
32212,16.5
32213,-0.5
32214,1975.0
32215,70.0
32217,-72.0
32218,95.5
32219,-0.5
32220,-1.5
32221,-1.0
32224,-4.5
32226,-72.0
32227,55.0
32228,-10.5
32233,112.5
32234,-13.5
32235,61.5
32238,-0.5
32241,45.0
32242,-0.5
32246,57.5
32249,3384.0
32250,66.0
32251,-1.0
32252,193.0
32253,-1.5
32254,60.0
32255,-3.0
32259,-9.0
32260,-9.0
32265,-3.0
32266,-1.5
32268,-10.5
32269,0.0
32270,-10.5
32271,-0.5
32275,-1.5
32276,0.0
32277,-1.0
32278,-1.5
32279,0.0
32282,-10.5
32283,-11.0
32286,-0.5
32287,152.5
32288,-10.5
32290,-41.0
32291,0.0
32292,60.0
32295,-0.5
32296,0.0
32298,141.0
32301,-0.5
32302,-0.5
32304,0.0
32305,-34.0
32306,-3.0
32307,-0.5
32308,40.0
32309,-0.5
32311,-10.5
32313,-0.5
32314,-11.5
32315,471.5
32316,-0.5
32317,-0.5
32322,-3.0
32323,69.0
32324,-1.0
32325,-1.5
32330,71.0
32331,-1.0
32332,0.0
32333,-1.5
32335,-13.0
32336,-11.0
32337,-72.0
32339,-6.0
32340,-0.5
32342,-0.5
32343,228.5
32344,-0.5
32345,70.5
32346,-4.5
32354,-10.5
32355,69.0
32356,68.0
32357,70.0
32358,141.0
32359,-1.0
32360,-6.0
32364,-3.0
32367,141.5
32368,-4.5
32370,53.5
32371,-1.0
32376,-0.5
32377,81.5
32381,62.5
32382,-1.0
32387,0.0
32388,-1.0
32389,-0.5
32390,-1.0
32391,-1.5
32399,60.0
32400,-1.5
32407,-1.0
32408,-1.5
32414,0.0
32415,66.0
32420,-54.0
32423,285.5
32424,-0.5
32425,26.0
32428,-1.0
32429,-10.5
32430,-1.0
32436,-0.5
32437,-1.5
32439,46.0
32442,-0.5
32443,0.0
32444,-6.0
32447,-9.0
32448,139.5
32449,-13.5
32451,-12.0
32454,-9.0
32458,-0.5
32459,435.0
32460,-9.0
32463,-9.0
32464,337.0
32470,67.5
32472,-1.0
32473,-4.5
32474,-0.5
32476,-9.0
32478,-3.0
32481,70.0
32482,-21.0
32483,-9.0
32485,-1.5
32490,-1.5
32493,-9.0
32494,-1.0
32496,-1.5
32501,-1.5
32502,-3.0
32503,-13.5
32506,65.5
32508,-0.5
32509,71.5
32510,-10.5
32511,-3.0
32512,-9.0
32513,-9.0
32521,-1.5
32523,-1.0
32524,0.0
32525,-27.0
32529,-3.0
32531,-1.0
32532,-16.5
32534,-10.5
32535,-1.0
32542,-9.0
32543,-12.0
32544,-0.5
32546,181.5
32551,24.0
32556,-17.5
32575,260.5
32581,58.0
32590,-42.5
32591,16.5
32593,-47.0
32595,26.5
32596,-1.0
32599,-30.5
32613,-5.0
32616,-46.0
32620,-28.0
32628,4.0
32629,-38.0
32630,-30.0
32634,-54.0
32644,154.5
32645,172.0
32640,-2.0
32654,-21.5
32656,142.0
32661,-19.0
32662,390.0
32669,-10.0
32670,-48.5
32674,492.5
32675,-39.5
32687,-26.5
32692,-12.0
32693,245.0
32694,-42.0
32700,-48.0
32701,394.5
32704,234.0
32710,-32.5
32711,-4.5
32716,18.0
32717,65.0
32718,6.0
32721,-39.5
32727,-47.5
32739,8.0
32734,-41.0
32741,40.5
32743,-14.5
32747,-44.5
32750,-42.0
32757,-26.0
32761,-7.5
32770,-59.5
32773,-35.5
32774,-39.5
32776,-20.5
32778,-52.5
32792,-59.0
32804,-16.5
32806,26.0
32807,-9.0
32809,-18.0
32811,-6.0
32814,-19.5
32824,-1.5
32830,35.0
32834,-39.0
32841,-7.5
32843,-29.0
32849,36.0
32850,-32.5
32852,-17.0
32853,-38.5
32855,-16.5
32862,-33.5
32867,-17.0
32868,52.0
32876,-52.5
32878,-11.0
32880,-4.0
32881,-13.5
32885,-32.5
32891,-53.0
32893,-20.0
32909,-9.5
32919,-2.5
32920,-3.0
32921,-15.0
32928,-29.0
32930,-30.0
32940,55.0
32942,-31.0
32954,-33.5
32931,-8.0
32956,-12.0
32979,-22.5
32988,-17.0
32989,-28.5
32997,-3.0
32998,-51.0
33000,43.5
33009,-5.0
33010,-4.5
33022,28.0
33025,-16.0
33044,-7.5
33052,-23.0
33054,19.0
33060,64.0
33062,-41.0
33076,-26.0
33082,-10.5
33096,-25.0
33104,-39.5
33122,-33.0
33137,-28.0
33138,-11.0
33153,-6.0
33157,-23.0
33169,-13.5
33174,34.0
33180,-12.5
33193,-44.0
33195,-23.0
33196,-24.0
33211,-18.0
33213,-39.5
33225,-9.5
33230,-12.5
33234,69.0
33285,-5.0
33314,53.0
33327,-12.5
33328,-5.0
33331,-30.0
33347,-21.0
33363,-31.5
33385,-16.5
33401,-27.0
33407,-14.5
33423,-6.0
33430,-43.0
33444,-6.5
33453,-23.0
33474,129.0
33478,-14.0
33490,-11.5
33501,-45.0
33505,86.0
33516,-39.5
33528,-8.0
33554,-32.0
33560,-14.0
33593,30.0
33595,154.0
33627,-12.0
33642,-57.5
33647,-50.0
33669,-43.0
33683,-31.5
33692,-36.5
33704,-31.5
33749,-38.0
33767,-50.5
33778,-33.5
33781,-13.5
33801,-9.0
33808,-27.0
33816,-31.0
33818,-19.5
33833,-72.0
33836,-42.0
33841,-29.5
33846,-53.5
33907,-19.0
33926,-20.5
33935,148.0
33978,-13.0
33992,-65.0
34006,-24.0
34045,-36.0
34079,-5.5
34080,-59.5
34152,-25.0
34195,15.0
34234,48.0
34278,-48.0
34304,-31.5
34328,-17.0
34341,-5.0
34355,-14.0
34358,-29.0
34389,-12.5
34411,-17.0
34426,-17.0
34504,-16.5
34535,-16.5
34914,-66.0
34956,-4.5
34983,-15.0
34986,-14.5
34988,-2.0
34989,-1.0
34990,-3.0
34993,517.5
34995,68.0
34996,-31.0
35008,-13.0
35017,-11.0
35018,66.0
35019,-12.0
35020,22.5
35021,-1.0
35022,-3.0
35023,69.0
35025,-4.0
35026,60.5
35030,-12.5
35031,136.0
35052,-2.5
35068,-12.5
35093,273.5
35094,71.0
35102,-6.0
35103,0.0
35104,344.0
35105,0.0
35109,-0.5
35110,1506.5
35111,70.0
35112,-0.5
35113,34.5
35114,-1.5
35115,-1.5
35116,218.5
35118,289.0
35119,-1.5
35120,-9.0
35122,-1.5
35124,-11.0
35126,37.5
35130,-10.5
35131,-15.5
35145,-1.0
35150,-1.5
35152,17.5
35153,-10.5
35154,-72.0
35155,-1.0
35156,-1.0
35157,-1.5
35158,0.0
35160,-11.0
35161,-10.5
35162,-1.0
35169,-12.0
35170,0.0
35175,-12.5
35176,-25.5
35177,43.5
35178,0.0
35179,0.0
35182,-15.5
35183,-11.5
35185,0.0
35186,212.0
35187,-1.0
35189,-14.0
35191,-13.0
35193,0.0
35199,1896.5
35200,-0.5
35203,-10.5
35204,-1.5
35208,-1.5
35209,0.0
35213,-14.5
35214,257.5
35215,55.0
35222,-0.5
35223,151.5
35225,-41.0
35229,-10.5
35230,-10.5
35231,-9.0
35235,-10.5
35236,-4.5
35237,-4.5
35238,128.0
35240,-10.5
35241,-0.5
35242,193.0
35243,-1.5
35245,-3.0
35246,56.0
35248,-10.5
35250,87.5
35251,82.5
35252,71.0
35253,-10.5
35254,-10.5
35255,-13.5
35257,-0.5
35258,-1.5
35260,49.0
35262,351.5
35263,69.0
35264,-12.0
35265,-1.5
35266,-0.5
35269,-10.5
35271,0.0
35274,-18.0
35277,244.5
35280,-1.5
35284,-0.5
35285,180.0
35286,-10.5
35287,0.0
35288,-4.5
35289,-7.5
35290,-11.0
35291,-10.5
35292,0.0
35295,-10.5
35296,-16.5
35297,-10.5
35298,-10.5
35301,0.0
35302,-0.5
35303,0.0
35305,-1.0
35306,104.5
35308,0.0
35310,-12.0
35311,0.0
35312,125.0
35313,-15.0
35316,-11.0
35317,71.5
35319,-10.5
35320,-0.5
35323,-11.0
35324,-10.5
35325,69.0
35327,-10.5
35328,341.5
35329,0.0
35331,-0.5
35332,-27.0
35333,71.0
35335,-6.0
35336,-0.5
35338,0.0
35339,278.5
35340,-1.0
35342,-0.5
35343,-0.5
35344,-0.5
35345,-25.5
35347,-11.0
35348,137.0
35349,-0.5
35350,-4.5
35352,-11.5
35353,-1.5
35354,-0.5
35355,-3.0
35356,-1.0
35358,-10.5
35360,-1.0
35363,-11.5
35364,-11.0
35366,-0.5
35367,-1.5
35372,436.0
35373,0.0
35374,-0.5
35376,-12.0
35379,-9.0
35380,-1.5
35385,-0.5
35386,0.0
35387,-11.0
35388,-11.0
35390,28.0
35391,-1.5
35397,0.0
35398,190.5
35402,-0.5
35405,0.0
35406,-4.5
35410,-0.5
35411,-6.0
35412,-7.5
35416,-10.5
35419,1.5
35421,-10.5
35422,-15.0
35423,33.0
35424,-7.5
35429,-42.5
35431,-1.0
35432,0.0
35433,-6.0
35434,-1.5
35436,-10.5
35437,-11.5
35438,120.0
35439,69.5
35441,451.5
35442,-1.5
35443,0.0
35447,104.0
35448,-0.5
35449,-1.0
35450,-1.0
35453,-10.5
35454,175.0
35456,26.0
35459,-1.5
35460,16.0
35462,-1.5
35463,-4.5
35472,44.0
35473,-1.5
35478,-1.5
35482,72.0
35483,-0.5
35487,-0.5
35488,-0.5
35491,177.5
35492,0.0
35496,-0.5
35497,-9.0
35498,38.0
35499,0.0
35500,69.0
35501,-4.5
35502,-1.5
35503,-1.0
35504,-1.5
35508,-1.5
35509,0.0
35510,-10.5
35511,68.5
35512,-0.5
35513,-3.0
35514,-19.5
35515,69.0
35516,0.0
35525,42.0
35526,33.5
35527,69.0
35529,67.0
35530,69.0
35531,0.0
35532,-0.5
35536,-12.0
35537,-6.0
35540,54.0
35542,-1.0
35543,0.0
35544,109.5
35546,66.0
35547,-1.5
35548,-9.0
35549,-3.0
35550,-1.0
35554,-10.5
35555,45.5
35556,-0.5
35557,-10.5
35559,15.0
35560,-0.5
35561,0.0
35562,150.0
35563,0.0
35564,0.0
35567,-10.5
35568,-1.5
35569,-0.5
35570,36.5
35572,-11.0
35573,-1.5
35575,-1.0
35576,66.0
35577,0.0
35578,88.5
35579,-13.5
35580,-36.0
35581,-17.0
35582,-19.0
35585,160.5
35586,-1.5
35587,-16.0
35588,0.0
35590,132.0
35591,-0.5
35593,-0.5
35594,-0.5
35595,-1.5
35596,-31.5
35598,-1.5
35599,-1.5
35602,-0.5
35603,-3.0
35606,-0.5
35607,0.0
35608,0.0
35609,-0.5
35610,0.0
35611,-0.5
35612,52.5
35613,-10.5
35616,-3.0
35619,-37.5
35620,50.0
35622,-0.5
35623,369.0
35624,0.0
35625,-1.5
35627,-10.5
35628,-1.0
35629,-10.5
35630,-0.5
35633,-0.5
35636,89.0
35637,-11.0
35641,0.0
35642,0.0
35643,-1.0
35648,-1.5
35649,-1.0
35653,-0.5
35654,-13.5
35655,-1.0
35656,-10.5
35657,0.0
35658,-10.5
35659,0.0
35660,-0.5
35663,174.5
35664,18.0
35668,-11.0
35670,116.5
35671,-9.0
35672,-4.5
35676,162.0
35677,9.0
35678,-1.5
35681,68.0
35682,-3.0
35684,-52.0
35686,348.5
35687,85.0
35690,0.0
35691,-0.5
35692,-1.0
35694,-4.5
35695,-3.0
35696,102.0
35700,128.0
35701,0.0
35702,-0.5
35703,-9.0
35710,-0.5
35711,180.0
35712,0.0
35713,0.0
35717,-0.5
35718,0.0
35719,0.0
35723,-10.5
35725,71.0
35726,-1.0
35727,1120.5
35732,72.0
35733,0.0
35734,-3.0
35735,380.0
35737,-1.5
35738,212.5
35739,-9.0
35740,320.0
35741,-0.5
35742,0.0
35747,-1.5
35748,-0.5
35749,-1.0
35753,-11.0
35755,-1.5
35756,137.5
35757,-12.0
35761,-11.0
35763,194.0
35764,-22.5
35765,183.5
35766,-0.5
35767,-10.5
35769,70.0
35770,63.0
35773,-0.5
35775,-16.5
35778,-65.0
35779,-1.5
35780,-1.5
35782,70.5
35783,-1.5
35784,-1.0
35789,54.0
35790,152.5
35791,64.5
35792,70.5
35795,0.0
35798,-15.0
35799,0.0
35801,-1.5
35802,-4.5
35805,0.0
35806,0.0
35809,-0.5
35810,-0.5
35811,-1.0
35815,0.0
35818,-7.5
35819,60.0
35821,-1.5
35822,55.0
35823,16.5
35826,69.5
35827,0.0
35830,0.0
35831,-1.0
35832,-37.5
35833,-0.5
35837,-1.5
35838,-10.5
35840,-1.0
35841,118.5
35843,-27.5
35844,247.0
35845,-3.0
35848,-13.5
35849,-0.5
35850,-16.5
35853,137.0
35856,-3.0
35860,36.5
35861,129.0
35863,144.0
35864,-0.5
35865,-6.0
35867,34.5
35868,-1.5
35871,252.0
35872,-1.5
35875,80.0
35876,-0.5
35877,-0.5
35879,-11.5
35880,45.5
35881,-72.0
35883,-0.5
35884,60.5
35885,-10.5
35886,-1.5
35887,0.0
35893,-0.5
35894,0.0
35896,-1.5
35897,-0.5
35898,421.5
35901,-10.5
35904,79.0
35905,72.0
35908,42.0
35909,-1.0
35916,-1.0
35918,-1.0
35922,-1.5
35923,-0.5
35924,-16.5
35926,142.5
35927,-0.5
35930,-0.5
35938,-1.5
35943,-4.5
35945,-10.5
35947,0.0
35948,121.5
35953,-1.0
35954,2650.5
35955,0.0
35959,45.5
35960,215.0
35961,0.0
35962,-10.5
35967,-0.5
35968,181.5
35973,0.0
35974,319.5
35975,45.0
35982,702.5
35983,-9.0
35985,-1.0
35991,71.0
35992,-0.5
35995,0.0
35999,-15.0
36000,-9.0
36009,118.5
36010,-18.0
36013,-57.0
36014,-1.5
36015,331.0
36018,-10.5
36022,208.0
36023,-4.5
36024,0.0
36030,-0.5
36031,151.5
36036,-13.5
36038,0.0
36039,-1.5
36044,37.0
36045,28.0
36046,0.0
36051,-1.0
36061,-0.5
36066,-0.5
36067,-0.5
36068,-1.0
36072,29.5
36073,-1.5
36074,-0.5
36077,-0.5
36078,-18.0
36079,-0.5
36082,-3.0
36085,-1.0
36086,-7.5
36089,81.5
36090,-0.5
36092,-0.5
36093,-1.0
36094,0.0
36095,0.0
36096,-10.5
36097,-10.5
36098,-0.5
36099,124.0
36101,-1.5
36102,-1.0
36103,-10.5
36104,0.0
36105,63.0
36106,-10.5
36108,-1.0
36109,-0.5
36111,-1.5
36113,-46.5
36114,-24.0
36116,-13.5
36117,-1.5
36119,-15.5
36120,-10.5
36127,66.0
36128,-6.0
36129,22.0
36133,-3.0
36134,-1.5
36135,-49.0
36136,-1.5
36138,-10.5
36139,45.5
36141,-10.5
36142,257.0
36143,-4.5
36146,0.0
36149,-0.5
36150,0.0
36152,12.0
36153,77.0
36154,-27.0
36155,393.0
36158,-10.5
36159,763.0
36160,-7.5
36161,0.0
36163,-10.5
36164,2667.0
36166,-10.5
36167,71.0
36168,-0.5
36169,-0.5
36170,-0.5
36171,-0.5
36172,-10.5
36173,-11.0
36174,-10.5
36175,-4.5
36176,-0.5
36177,273.5
36179,-10.5
36180,-10.5
36181,-10.5
36182,-10.5
36183,-10.5
36184,-0.5
36185,-1.0
36186,-10.5
36187,-11.0
36189,77.5
36190,-1.5
36191,57.0
36192,49.0
36193,365.5
36194,-10.5
36198,-13.0
36199,-11.5
36200,44.5
36201,-1.5
36204,-10.5
36205,-10.5
36207,68.0
36208,68.5
36213,-0.5
36214,-0.5
36215,0.0
36218,-11.0
36219,-29.5
36220,0.0
36221,-0.5
36222,-0.5
36223,-4.5
36224,-3.0
36225,0.0
36229,-9.0
36230,-28.5
36234,-1.5
36235,-24.0
36236,40.0
36237,458.5
36239,22.0
36243,-0.5
36245,38.0
36246,130.5
36249,-0.5
36254,366.0
36255,144.0
36256,-0.5
36257,-7.5
36259,136.0
36260,-6.0
36262,-1.5
36263,-28.5
36266,43.5
36268,0.0
36273,56.5
36274,-1.5
36276,133.0
36277,-0.5
36278,-1.0
36282,198.0
36283,-1.5
36287,0.0
36289,-10.5
36291,57.0
36292,-10.5
36295,-0.5
36296,-1.5
36297,123.5
36300,-0.5
36302,-3.0
36304,266.0
36305,-10.5
36307,59.5
36308,0.0
36312,108.0
36314,-0.5
36317,130.5
36318,-3.0
36319,-6.0
36320,1237.0
36321,-9.0
36322,199.0
36323,0.0
36326,357.0
36327,135.0
36328,120.0
36331,31.5
36332,379.5
36334,109.5
36336,0.0
36338,-18.5
36347,0.0
36348,-1.0
36350,121.5
36353,0.0
36360,0.0
36363,-21.0
36364,-1.0
36368,121.5
36371,0.0
36372,-1.5
36373,-52.5
36377,0.0
36379,-54.0
36380,0.0
36381,-10.5
36385,-1.5
36386,-0.5
36387,68.0
36390,0.0
36391,-0.5
36392,-4.5
36395,-0.5
36397,-1.0
36398,-10.5
36399,-44.5
36400,-10.5
36401,-3.0
36402,69.0
36403,-3.0
36404,-3.0
36408,51.0
36409,-0.5
36410,-1.5
36412,-1.5
36413,-4.5
36415,-6.0
36417,487.0
36420,-68.0
36421,169.5
36422,627.0
36427,968.5
36430,281.5
36431,73.0
36433,-65.5
36445,-72.0
36446,108.0
36460,390.5
36473,-42.0
36484,45.0
36486,158.0
36488,-10.0
36494,-33.0
36505,-72.0
36510,21.5
36511,3.0
36513,-17.0
36517,-29.0
36519,-57.0
36522,54.0
36443,427.0
36419,60.5
36523,-27.5
36526,-49.5
36533,-68.5
36536,-72.0
36547,180.0
36550,-72.0
36559,-72.0
36562,-49.0
36563,369.0
36564,-36.0
36568,-26.0
36569,312.0
36575,-18.5
36593,-23.0
36615,-23.5
36617,-72.0
36621,97.5
36624,96.0
36625,-31.5
36632,-12.5
36637,226.5
36639,-13.0
36644,-30.5
36647,110.0
36653,-18.0
36654,175.5
36659,23.5
36660,-72.0
36661,-56.0
36665,-72.0
36667,-49.0
36681,-72.0
36688,421.5
36692,-72.0
36693,-8.0
36702,-62.0
36703,-45.0
36706,-32.0
36707,-72.0
36708,-72.0
36710,-19.0
36711,175.0
36712,-72.0
36713,-37.5
36714,-63.5
36715,-27.0
36716,-16.0
36718,689.5
36719,-27.0
36720,-44.5
36721,660.5
36722,-61.0
36723,163.0
36725,-50.5
36726,-46.0
36728,24.0
36729,-35.5
36730,140.5
36733,-29.0
36735,-31.5
36736,74.0
36740,-41.0
36746,-72.0
36747,-72.0
36748,0.0
36749,-65.0
36750,-47.5
36751,-46.0
36753,-26.5
36754,-72.0
36757,-2.0
36761,-34.5
36762,-8.5
36767,-68.0
36768,-44.5
36769,-57.5
36773,-26.5
36777,-40.0
36780,-70.0
36782,-54.5
36783,-34.5
36787,-72.0
36789,-34.0
36790,65.5
36793,-72.0
36794,43.5
36801,-48.0
36802,-66.0
36803,-49.5
36804,-6.0
36806,-47.5
36807,-21.0
36808,-65.5
36809,-8.0
36810,7.5
36811,-39.5
36812,64.0
36813,-12.0
36814,-38.5
36786,-72.0
36815,-61.5
36816,-65.0
36817,66.0
36818,-53.5
36820,-56.0
36821,-72.0
36822,-72.0
36823,55.0
36824,-1.0
36825,-8.0
36827,-5.5
36828,-72.0
36829,-48.0
36830,-38.0
36831,-72.0
36832,-6.0
36833,-15.0
36836,-72.0
36837,2.5
36839,1.0
36840,-40.0
36841,36.0
36842,-38.0
36843,-72.0
36844,-38.5
36845,-42.0
36846,-69.0
36847,-63.5
36848,-72.0
36849,191.0
36850,-72.0
36851,-30.0
36852,-17.5
36853,1.0
36854,50.0
36856,-26.0
36857,-34.0
36858,1.0
36859,-20.5
36860,-8.0
36861,-37.5
36862,-27.5
36863,-60.0
36864,-72.0
36865,-4.5
36866,-64.0
36867,-38.0
36868,-21.5
36869,-20.5
36870,-14.0
36872,-19.0
36873,-39.5
36874,-49.0
36875,-61.5
36876,-21.5
36878,-72.0
36879,-10.5
36882,-63.0
36883,-41.0
36884,-25.0
36886,-15.0
36888,-72.0
36889,-37.5
36890,-31.5
36893,-50.5
36896,-47.0
36897,-23.5
36899,-72.0
36891,-72.0
36900,-48.5
36901,-36.0
36903,-21.0
36904,-47.5
36905,-72.0
36906,-58.5
36907,-72.0
