Facebook_news_id (by day),Facebook_avg_popularity (by day)
32371,-5.5
32376,198.0
32377,172.5
32381,1449.0
32382,875.5
32387,43.5
32388,64.0
32389,-3.5
32390,-4.0
32391,85.5
32399,458.0
32400,90.0
32407,-1.5
32408,-2.0
32414,1157.5
32415,1492.5
32420,125.0
32423,790.5
32424,141.0
32425,315.5
32428,99.0
32429,-10.5
32430,149.0
32436,-0.5
32437,699.5
32439,382.5
32442,245.5
32443,197.0
32444,2901.0
32447,-27.5
32448,32.0
32449,9.0
32451,163.5
32454,-26.5
32458,-17.5
32459,4664.0
32460,20.0
32463,158.0
32464,1830.5
32470,261.0
32472,40.0
32473,-18.5
32474,44.0
32476,183.0
32478,43.0
32481,-11.0
32482,-31.0
32483,518.0
32485,52.0
32490,-8.5
32493,99.0
32494,53.0
32496,-5.0
32501,-4.0
32502,194.0
32503,-15.0
32506,1273.5
32508,989.5
32509,562.5
32510,-10.5
32511,-3.0
32512,-9.0
32513,-9.0
32521,209.5
32523,849.0
32524,-67.0
32531,-66.5
32532,-72.0
32534,-72.0
32535,-40.0
32529,-48.0
32543,-72.0
32544,731.5
32546,5026.5
32551,728.0
32575,1686.5
32581,1142.0
32590,-42.5
32591,1516.5
32593,103.0
32542,-72.0
32596,238.0
32599,218.5
32613,852.5
32616,578.0
32620,345.5
32628,194.0
32556,542.0
32629,574.5
32630,6984.0
32634,72.0
32640,73.5
32595,675.0
32644,811.5
32645,3528.0
32654,-21.5
32656,3151.0
32662,5602.0
32669,207.0
32661,604.5
32675,-39.5
32687,1383.0
32670,22.0
32692,-12.0
32674,2672.5
32693,986.5
32694,-4.5
32700,-46.5
32701,3934.0
32704,4320.5
32710,-32.5
32711,194.5
32716,1828.5
32717,614.0
32718,1755.0
32721,230.5
32727,1.5
32734,83.0
32739,288.0
32741,217.0
32743,-14.5
32747,368.0
32750,48.0
32757,760.0
32761,121.5
32770,40.5
32773,62.5
32774,25.5
32776,-20.5
32778,-13.5
32792,-33.0
32804,-16.5
32806,4818.0
32807,1473.0
32809,-18.0
32811,60.0
32814,2858.5
32824,210.0
32830,2038.5
32834,27.0
32841,57.0
32843,-29.0
32849,1723.5
32850,1678.0
32852,213.0
32853,62.0
32855,-16.5
32862,-33.5
32867,38.0
32868,543.5
32876,-52.5
32878,-11.0
32880,541.0
32881,45.0
32885,638.0
32891,-53.0
32893,-20.0
32909,-9.5
32919,185.5
32920,31.5
32921,42.0
32928,100.0
32930,-30.0
32931,-8.0
32940,7070.5
32942,92.0
32954,-33.5
32956,93.0
32979,-22.5
32988,148.0
32989,990.0
32997,-3.0
32998,54.0
33000,5.0
33010,63.0
33022,428.0
33025,256.5
33044,34.0
33052,-23.0
33009,-38.5
33054,590.5
33060,472.5
33062,-48.5
33076,-26.0
33082,-10.5
33096,69.0
33104,890.5
33122,162.0
33138,826.5
33137,81.0
33153,588.0
33157,-23.0
33169,407.5
33174,523.5
33180,765.0
33193,101.5
33195,26.0
33196,264.0
33211,13.5
33213,-39.5
33225,-9.5
33230,-12.5
33234,91.0
33285,1276.0
33314,186.0
33327,-12.5
33328,-5.0
33331,241.5
33347,-21.0
33363,1021.5
33385,-16.5
33401,958.0
33407,-14.5
33423,160.0
33430,15.0
33444,233.0
33453,26.0
33474,-5.0
33478,102.0
33490,202.5
33501,-45.0
33505,1154.5
33516,-7.0
33528,51.5
33554,168.0
33560,401.5
33593,138.0
33595,238.0
33627,11.0
33642,-72.0
33669,-57.0
33683,-28.0
33692,-55.0
33704,38.0
33749,-56.0
33767,-42.0
33778,-32.0
33781,353.0
33801,61.5
33808,-45.5
33816,-27.0
33818,-4.0
33836,227.0
33841,75.0
33846,-72.0
33907,-37.5
33926,-6.0
33935,6493.5
33978,216.0
34006,282.0
34045,50.5
34079,-24.0
34152,177.0
34195,1069.0
34234,-50.5
34278,-39.0
34304,-52.0
34328,1.0
34341,-23.5
34355,244.0
34358,-47.5
34389,-31.0
34411,1.0
34426,76.0
34504,-35.0
34535,-34.5
34956,26.0
34983,5.0
34986,-33.0
34988,391.5
34989,1174.0
34990,81.0
34993,1127.5
34995,82.5
34996,-27.0
35008,-31.5
35017,1671.5
35018,1675.5
35019,301.5
35020,263.0
35021,-19.0
35022,646.0
35023,32.0
35025,195.0
35026,927.5
35030,-31.0
35031,507.5
35052,81.0
35068,-31.0
35093,719.0
35094,175.0
35102,-23.5
35103,431.5
35104,861.0
35105,91.5
35109,38.0
35110,7418.0
35111,-17.5
35112,313.0
35113,488.5
35114,407.5
35115,-18.5
35116,4807.0
35118,1670.5
35119,90.0
35120,67.5
35122,149.5
35124,-27.0
35126,1050.0
35130,-26.0
35131,-31.0
35145,40.0
35150,50.0
35152,668.0
35153,15.0
35155,99.0
35156,42.0
35157,-15.5
35158,-14.0
35160,-25.0
35161,-24.5
35162,43.0
35169,-25.0
35170,489.5
35175,802.0
35176,-38.0
35177,1122.0
35178,1252.0
35179,778.0
35182,17.0
35183,-23.5
35185,437.0
35186,692.0
35187,21249.0
35189,-25.5
35191,216.0
35193,421.0
35199,10762.5
35200,52.0
35203,-20.0
35204,541.5
35208,65.5
35209,-8.5
35213,-23.0
35214,6491.0
35215,2030.5
35222,32.5
35223,419.0
35225,-47.5
35229,-16.5
35230,-16.5
35231,302.0
35235,-16.0
35236,27.5
35237,-9.5
35238,7126.5
35240,-15.5
35241,-5.0
35242,615.0
35243,244.0
35245,10.5
35246,312.0
35248,-14.0
35250,128.0
35251,1636.5
35252,534.0
35253,-13.5
35254,-13.5
35255,-11.0
35257,-3.0
35258,-4.0
35260,15652.5
35262,4428.5
35263,253.5
35264,366.0
35265,495.0
35266,43.5
35269,131.0
35271,1215.0
35274,-18.0
35277,2220.0
35280,614.0
35284,-0.5
35285,3650.0
35286,-10.5
35287,6502.5
35288,42.0
35289,164.5
35290,-11.0
35291,233.0
35292,823.0
35295,-10.5
35296,964.5
35297,27.5
35298,-10.5
35301,142.5
35302,-0.5
35303,213.5
35305,420.5
35306,3681.5
35308,132.0
35310,-12.0
35311,3099.5
35312,723.5
35313,-15.0
35316,-11.0
35340,-5.0
35342,51.5
35343,-4.0
35344,64.5
35345,-29.0
35347,-14.5
35348,1594.0
35349,2382.0
35350,470.0
35352,-14.5
35353,-4.0
35354,380.5
35355,702.5
35356,214.5
35358,224.5
35360,66.0
35317,129.0
35319,-28.0
35320,100.0
35323,-28.0
35324,195.0
35325,716.0
35327,-27.0
35328,1415.0
35329,838.0
35331,2832.5
35332,-14.5
35333,3538.5
35335,134.0
35336,295.5
35338,497.0
35339,16297.5
35363,-23.0
35364,355.5
35366,291.0
35367,-12.5
35372,80746.5
35373,-10.5
35374,111.0
35376,103.5
35379,-19.0
35380,124.0
35385,519.0
35386,-9.5
35387,-15.0
35388,-20.5
35390,-10.0
35391,213.0
35397,534.0
35398,7158.5
35402,-8.5
35405,-7.5
35406,-12.0
35410,269.0
35411,46.0
35412,-14.5
35416,-17.5
35419,-7.0
35421,-16.5
35422,31.0
35423,3635.0
35424,-13.0
35429,-48.0
35431,213.0
35432,-5.0
35433,50.0
35434,360.0
35436,-15.5
35437,160.5
35438,979.5
35439,61.0
35441,8580.0
35442,127.5
35443,41.5
35447,489.0
35448,218.5
35449,14064.0
35450,529.5
35453,-14.0
35454,822.5
35456,461.0
35459,-3.5
35460,1450.5
35462,66.0
35463,429.0
35472,302.0
35473,182.5
35478,69.0
35482,19442.0
35483,-0.5
35487,-0.5
35488,299.5
35491,1398.0
35492,0.0
35496,823.0
35497,278.0
35498,293.5
35499,0.0
35500,311.0
35501,-4.5
35502,69.0
35503,1369.5
35504,-1.5
35508,-1.5
35509,430.5
35510,112.5
35511,1523.5
35512,440.0
35513,-21.0
35514,-37.0
35515,802.0
35516,553.0
35525,3264.5
35526,1148.0
35527,244.0
35529,210.5
35530,919.0
35531,241.0
35532,770.0
35536,292.0
35537,160.0
35540,177.5
35542,2011.5
35543,141.0
35544,217.5
35546,164.0
35547,-13.5
35548,-21.0
35549,7180.5
35550,283.5
35554,-21.5
35555,992.0
35556,172.0
35557,-21.0
35559,-19.0
35560,229.5
35561,330.0
35562,155.0
35563,-9.5
35564,1628.0
35567,-20.0
35568,112.5
35569,191.0
35570,211.0
35572,-20.0
35573,-10.0
35575,-9.0
35576,420.0
35577,255.5
35578,2641.0
35579,-20.5
35580,-43.0
35581,1173.5
35582,925.5
35585,491.5
35586,587.0
35587,-22.0
35588,495.5
35590,167.5
35591,-6.0
35593,379.0
35594,61.0
35595,212.0
35596,324.0
35598,129.0
35599,38.5
35602,225.5
35603,982.0
35606,67.0
35607,68.0
35608,-2.0
35609,-2.5
35610,608.0
35611,133.0
35612,947.5
35613,24.5
35616,-3.5
35619,-38.0
35620,1150.0
35622,662.0
35623,2440.5
35624,0.0
35625,136.0
35627,-10.5
35628,189.0
35629,51.0
35630,213.5
35633,211.5
35636,525.0
35637,-11.0
35641,0.0
35642,5662.5
35643,211.5
35648,100.5
35649,53.0
35653,-0.5
35654,45.0
35655,562.0
35656,-10.5
35657,53.5
35658,-10.5
35659,250.0
35660,35.0
35663,6796.5
35664,25566.5
35668,139.0
35670,1226.5
35671,-26.0
35672,105.5
35676,428.5
35677,103.0
35678,30.0
35681,148.0
35682,858.0
35684,44.0
35686,16209.0
35687,6439.0
35690,4108.5
35691,97.5
35692,40.0
35694,87.0
35695,-17.5
35696,278.0
35700,1379.0
35701,214.5
35702,2387.5
35703,99.5
35710,527.0
35711,275.0
35712,-13.5
35713,1358.5
35717,-13.5
35718,888.0
35719,2047.5
35723,25.0
35725,1094.0
35726,103.5
35727,16693.0
35732,293.5
35733,119.0
35734,-15.0
35735,1775.5
35737,139.5
35738,3704.5
35739,679.5
35740,1346.0
35741,83.5
35742,-11.5
35747,380.0
35748,109.5
35749,118.5
35753,-22.0
35755,49.0
35756,6730.0
35757,278.0
35761,-21.0
35763,10930.5
35764,-32.0
35765,1818.0
35766,407.5
35767,863.5
35769,682.0
35770,157.5
35773,-8.0
35775,267.5
35778,-72.0
35779,1364.0
35780,-8.0
35782,194.0
35783,58.0
35784,-6.5
35789,601.0
35790,1304.5
35791,943.5
35792,135.0
35795,289.5
35798,-16.5
35799,984.0
35801,-2.5
35802,-5.5
35805,93.5
35806,208.5
35809,70.0
35810,70.0
35811,191.0
35815,49.0
35818,34.5
35819,2380.5
35821,-1.5
35822,218.5
35823,-4.5
35826,1038.5
35827,233.5
35830,122.5
35831,2851.0
35832,-37.5
35833,71.0
35837,120.0
35838,-10.5
35840,203.5
35841,4813.5
35843,-27.5
35844,2658.0
35845,387.5
35848,51.0
35849,636.0
35850,-34.0
35853,530.5
35856,607.5
35860,441.0
35861,62900.0
35863,450.0
35864,560.5
35865,2097.5
35867,355.5
35868,680.5
35871,6253.0
35872,21.5
35875,840.0
35876,106.5
35877,15.0
35879,-23.0
35880,592.5
35881,-72.0
35883,796.0
35884,48.0
35885,-21.5
35886,228.0
35887,-10.0
35893,52.0
35894,93.0
35896,-10.5
35897,-9.5
35898,112.0
35901,249.0
35904,2369.5
35905,178.0
35908,1738.0
35909,12631.0
35916,195.0
35918,587.0
35922,406.0
35923,-7.0
35924,248.5
35926,430.0
35927,59.0
35930,81.0
35938,59.0
35943,730.0
35945,16.5
35947,220.0
35948,427.5
35953,40.5
35954,94883.0
35955,65.0
35959,130.5
35960,1299.5
35961,297.0
35962,164.0
35967,-2.5
35968,1150.0
35973,-1.5
35974,4936.5
35975,270.0
35982,9176.5
35983,2282.5
35985,73.0
35991,838.5
35992,20668.0
35995,143.5
35999,270.0
36000,33.5
36009,1333.0
36010,-18.0
36013,3.0
36014,50.0
36015,1503.5
36018,224.0
36022,953.0
36023,449.0
36024,-18.0
36030,-18.0
36031,18108.5
36036,149.5
36038,763.0
36039,557.5
36044,810.0
36045,178.0
36046,-15.0
36051,18.0
36061,103.5
36066,33.5
36067,47.0
36068,112.0
36072,191.0
36073,-12.5
36074,49.0
36077,714.0
36078,-28.5
36079,380.0
36082,-13.0
36085,150.0
36086,93.0
36089,818.5
36090,30.0
36092,-8.5
36093,-9.0
36094,-7.5
36095,-7.5
36096,-18.0
36097,-18.0
36098,250.5
36099,53274.5
36101,120.0
36102,1089.0
36103,-17.0
36104,60.0
36105,2033.5
36106,189.0
36108,59.0
36109,298.0
36111,-5.5
36113,192.0
36114,106.0
36116,78.0
36117,132.0
36119,42.0
36120,164.0
36127,246.5
36128,121.5
36129,38.0
36133,611.5
36134,1043.5
36135,386.5
36136,37.5
36138,-11.0
36139,10325.5
36141,170.0
36142,10003.0
36143,265.5
36146,72.0
36149,102.5
36150,72.0
36152,202.0
36153,92.0
36154,43.5
36155,3777.5
36158,-10.5
36159,10260.5
36160,38.5
36161,0.0
36163,-10.5
36164,-10.5
36166,-10.5
36167,35.0
36168,-18.5
36169,35.0
36170,88.5
36171,-18.5
36172,-28.5
36173,-29.0
36174,-28.5
36175,78.0
36176,360.0
36177,2538.0
36179,16.0
36180,-28.0
36181,145.5
36182,16.0
36183,-28.0
36184,2489.5
36185,-18.0
36186,17.0
36187,-28.0
36189,640.5
36190,3101.5
36191,1970.0
36192,243.0
36193,3327.0
36194,18.0
36198,-28.5
36199,-27.0
36200,1903.5
36201,39.0
36204,21.0
36205,21.0
36207,43.0
36208,915.0
36213,100.5
36214,-14.5
36215,-13.5
36218,-24.5
36219,-43.0
36220,46.0
36221,-13.5
36222,-13.5
36223,-17.5
36224,36.5
36225,46.0
36229,29.0
36230,-41.0
36234,-13.5
36235,0.0
36236,944.5
36237,1000.0
36239,27.0
36243,-11.5
36245,649.5
36246,8014.5
36249,235.5
36254,4605.0
36255,284.0
36256,-10.0
36257,-17.0
36259,615.5
36260,-15.0
36262,114.0
36263,208.0
36266,56.0
36268,57.0
36273,1439.5
36274,-8.0
36276,1676.5
36277,511.5
36278,-7.0
36282,362.0
36283,-7.0
36287,129.0
36289,34.0
36291,-11.5
36292,-14.5
36295,64.0
36296,55.0
36297,127.0
36300,66.0
36302,62.0
36304,1204.0
36305,1014.0
36307,208.5
36308,0.0
36312,1454.5
36314,823.5
36317,643.0
36318,-3.0
36319,456.0
36320,7279.5
36321,54.0
36322,349.0
36323,0.0
36326,2847.0
36327,851.5
36328,3238.0
36331,468.0
36332,1210.0
36334,593.0
36336,0.0
36391,327.0
36392,678.0
36395,196.0
36417,17113.0
36397,5489.0
36398,1653.0
36419,1351.0
36420,-44.0
36427,14587.0
36430,5021.0
36431,1990.0
36433,318.0
36401,779.5
36402,336.0
36445,-72.0
36403,654.0
36404,9432.0
36460,4747.0
36473,528.0
36408,-13.0
36409,484.0
36410,-3.5
36484,220.5
36412,618.0
36413,3718.5
36486,2517.5
36488,517.0
36494,84.0
36505,-72.0
36415,-6.5
36510,-22.0
36511,153.0
36513,-17.0
36517,1131.5
36519,36.0
36522,2109.5
36421,1748.0
36422,2067.0
36443,1690.5
36446,201.0
36523,17.0
36526,171.0
36533,407.5
36536,-72.0
36547,592.0
36550,-72.0
36559,-72.0
36562,20.0
36563,4852.5
36564,396.0
36568,-26.0
36569,3511.5
36575,125.5
36593,26.0
36615,-23.5
36617,-72.0
36621,4344.5
36624,2535.5
36625,-31.5
36632,225.5
36637,7812.0
36639,105.0
36644,88.5
36647,2021.0
36653,166.0
36654,2360.0
36659,782.5
36660,-72.0
36661,48.0
36665,-72.0
36667,20.0
36681,-72.0
36688,1061.5
36692,-72.0
36693,88.0
36702,-57.0
36703,90.0
36706,359.5
36707,-72.0
36708,-72.0
36710,-19.0
36711,517.5
36712,-72.0
36713,-37.5
36714,-21.0
36715,243.0
36716,152.0
36718,23641.5
36719,40.5
36720,-17.0
36721,30878.5
36722,-17.0
36723,1796.0
36725,-50.5
36726,136.0
36728,168.0
36729,1.0
36730,499.0
36733,122.0
36735,159.5
36736,37.5
36740,331.0
36746,-72.0
36747,-72.0
36748,23831.0
36749,-58.0
36750,26.0
36751,110.0
36753,-26.5
36754,-72.0
36757,6773.0
36761,-34.5
36762,55.0
36767,-20.0
36768,-44.5
36769,-57.5
36773,-26.5
36780,-62.0
36782,155.5
36783,40.5
36786,-72.0
36787,-72.0
36789,50.0
36790,2156.0
36793,-72.0
36794,2409.0
36801,24.0
36802,-42.0
36803,-49.5
36804,1058.0
36806,-47.5
36807,30.0
36808,45.0
36809,56.0
36810,299.5
36811,-7.0
36812,277.0
36813,-12.0
36814,-38.5
36815,-61.5
36816,-58.0
36817,204.0
36818,538.5
36820,-7.5
36821,-72.0
36822,-72.0
36823,245.5
36824,425.0
36825,120.0
36777,-19.0
36827,111.5
36828,-72.0
36829,-48.0
36830,-38.0
36831,-72.0
36832,-6.0
36833,42.0
36836,-72.0
36837,434.5
36839,37.5
36840,-40.0
36841,1356.5
36842,30.0
36843,-72.0
36844,-5.0
36845,-12.0
36846,-42.0
36847,-38.0
36848,-72.0
36849,14084.0
36850,-72.0
36851,12.0
36852,1040.0
36853,512.0
36854,294.0
36856,20.0
36857,840.0
36858,402.5
36859,-20.5
36860,24.0
36861,-37.5
36863,-42.0
36864,-72.0
36865,130.5
36866,-64.0
36867,64.0
36868,180.5
36869,1.0
36870,44.0
36872,246.0
36873,-39.5
36874,43.0
36875,-19.5
36876,-21.5
36878,-72.0
36879,666.0
36882,-36.0
36883,21.0
36884,280.5
36886,-15.0
36888,-72.0
36889,3470.0
36890,-31.5
36891,-72.0
36893,57.0
36896,28.0
36897,-23.5
36899,-72.0
36900,-48.5
36901,739.5
36903,-22.0
36904,-23.0
36905,-72.0
36906,198.0
36907,-72.0
36908,-58.0
36909,-49.0
36910,2927.0
36862,-41.0
36911,-72.0
36912,-72.0
36914,-39.0
36916,-42.0
36918,-72.0
36920,82.0
36923,-40.5
36924,40.0
36926,-40.0
36929,-72.0
36931,-37.5
36933,196.0
36934,70.5
36947,5759.5
36957,-62.5
36958,236.0
36959,-56.0
36961,-1.0
36962,-72.0
36964,-72.0
36967,298.5
36968,6.5
36969,-72.0
36971,578.0
36972,-54.5
36973,-72.0
36980,-72.0
36986,149.5
36989,0.0
36990,48.0
36991,-72.0
36996,-54.0
36997,-72.0
37002,-35.0
37003,-53.5
37007,-48.0
37009,415.5
37010,496.5
37014,-72.0
37015,-72.0
37024,-72.0
37028,-72.0
37029,-72.0
37033,-72.0
37040,1236.0
37046,30.0
37054,-72.0
37062,-72.0
37077,-72.0
37080,141.5
37100,-69.0
37101,-72.0
37102,-60.0
37114,-43.0
37122,-60.0
37129,-72.0
37130,90.0
37132,957.5
37133,-72.0
37135,-63.0
37141,44.0
37174,-4.0
37191,-64.0
37213,-55.5
37255,-72.0
37304,3.0
37317,1314.5
37326,6471.5
37355,1988.5
37372,44.0
37373,334.5
37375,6868.0
37391,-41.0
37396,6029.5
37401,143.0
37410,-32.5
37413,-57.5
37414,-31.5
37440,189.0
37441,2751.0
37443,481.0
37444,998.0
37446,57.0
37451,98.0
37495,-29.5
37522,-72.0
37594,3642.5
37649,981.5
37674,2152.5
37694,-55.5
37696,139.5
37698,102.0
37708,-36.5
37717,9.0
37722,49.5
37732,585.5
37761,3216.5
37762,456.0
37767,-40.5
37785,192.0
37786,176459.0
37793,16214.0
37842,3370.5
37861,270.0
37862,1180.5
37864,383.0
37867,22575.5
37868,-35.0
37869,60.0
37870,100.0
37873,453.5
37877,37.5
37879,64.5
37883,-47.0
37885,7396.0
37893,513.5
37895,4232.5
37896,-31.0
37897,34.0
37906,60.0
37912,74.0
37968,-72.0
38004,81.0
38031,34.5
38034,-27.0
38035,-23.0
38036,107.0
38105,261.0
38107,117.0
38121,73.5
38122,35.0
38134,326.5
38138,184.0
38140,39.0
38144,-18.0
38154,36.0
38171,6608.0
38192,2786.0
38193,253.5
38195,100.0
38196,14.0
38199,38.0
38200,208.0
38201,106.0
38208,323.5
38209,499.5
38210,388.0
38234,385.0
38238,1337.5
38239,114.0
38249,1366.0
38258,-22.5
38298,103.5
38299,162.0
38306,-1.5
38307,-56.0
38308,-30.5
38313,502.5
38315,202.5
38317,111.0
38318,66.0
38321,114.0
38322,-48.0
38326,819.0
38327,155.0
38329,-10.0
38330,53.0
38331,32.0
38335,-12.5
38336,33.0
38339,121.5
38340,1511.0
38341,412.0
38342,199.0
38344,163.0
38345,150.5
38346,140.0
38348,321.0
38353,247.0
38354,1477.0
38357,-5.5
38358,173.0
38362,52.5
38364,104.5
38365,198.0
38366,61.0
38367,-4.5
38372,342.0
38373,133.5
38375,552.5
38376,-3.0
38377,-4.0
38381,43.0
38382,15.5
38385,-1.5
38386,-1.5
38387,2879.0
38391,108.5
38392,-2.5
38394,193.5
38395,-2.0
38396,232.5
38399,142.5
38404,285.5
38405,1967.5
38409,71.0
38410,221.0
38411,71.0
38412,0.0
38414,319.5
38415,1109.0
38416,50.5
38417,400.0
38419,140.5
38420,144.0
38421,49.5
38423,51.0
38427,-48.0
38428,-10.5
38431,812.5
38432,1532.5
38433,29.5
38436,27.5
38438,244.5
38439,0.0
38440,100.0
38443,406.0
38444,0.0
38448,0.0
38452,0.0
38453,54.5
38460,27956.0
38461,0.0
38462,0.0
38463,125.5
38464,261.0
38471,258.0
38472,513.0
38473,856.0
38482,357.0
38483,373.5
38490,67.0
38491,-72.0
38492,360.0
38498,-15.0
38502,323.5
38503,258.0
38505,44.0
38511,-26.0
38517,218.0
38518,238.5
38523,-25.5
38533,40.0
38534,21.0
38535,-13.0
38536,341.0
38548,46.0
38549,658.0
38550,-24.5
38555,-15.0
38556,-13.0
38557,542.0
38558,226.0
38559,47.0
38561,170.0
38562,525.0
38563,2058.0
38566,-24.0
38569,-11.0
38570,1759.5
38571,904.0
38577,-10.5
38582,51.0
38583,-13.0
38584,223.0
38590,-25.0
38594,1166.0
38595,-72.0
38596,-8.5
38598,-20.5
38600,1682.0
38607,-33.0
38610,1767.0
38611,872.0
38612,-7.0
38616,116.5
38617,1793.5
38620,36.0
38621,319.0
38623,-18.0
38626,-5.5
38627,2566.5
38629,-18.5
38631,-5.0
38632,-5.5
38634,30.0
38635,87.5
38638,202.5
38639,1530.0
38640,1133.0
38641,66.0
38645,568.0
38647,-2.0
38648,63.5
38649,45.0
38652,875.0
38653,455.5
38655,240.0
38656,136.0
38660,391.0
38661,1539.5
38663,611.0
38664,72.0
38667,374.0
38668,276.0
38678,0.0
38679,559.5
38681,6.0
38682,569.0
38683,1007.0
38684,72.0
38687,31.0
38688,2688.5
38689,-14.5
38691,288.0
38692,590.0
38695,0.0
38696,-10.5
38697,-1.5
38698,54.0
38701,296.0
38702,0.0
38703,703.0
38704,312.0
38705,146.0
38706,1837.0
38707,-17.0
38709,-28.5
38710,37.0
38711,208.0
38712,765.5
38713,-33.0
38715,248.0
38716,-27.5
38717,461.0
38720,36845.5
38721,-27.0
38726,213.0
38727,42.0
38728,-15.0
38729,841.0
38730,-27.0
38731,-26.5
38734,211.0
38735,2130.5
38736,903.5
38737,21.5
38738,955.5
38739,7095.5
38740,-14.0
38741,362.5
38743,-25.5
38744,-25.5
38745,-1.5
38747,105.0
38748,567.5
38749,532.0
38751,-25.0
38752,-25.0
38753,-25.0
38754,118.0
38756,-13.0
38757,270.5
38758,-24.5
38760,-24.0
38761,-24.0
38762,-24.0
38763,651.5
38764,-23.5
38767,13992.0
38768,786.0
38769,86.5
38770,-23.0
38771,112.5
38772,112.5
38781,455.0
38783,-9.5
38785,178.0
38786,1180.5
38787,-21.5
38789,2236.0
38790,115.5
38791,822.5
38792,-9.0
38793,5640.5
38794,48.0
38795,1060.5
38796,975.0
38797,-40.5
38798,473.5
38801,767.0
38802,13374.5
38803,-21.0
38808,117.0
38809,224.0
38810,132.0
38811,-21.5
38812,-21.0
38813,30.0
38815,15446.0
38817,-9.5
38818,432.0
38819,33.0
38820,51.5
38821,-21.5
38822,296.0
38823,7829.0
38824,15018.0
38828,-20.0
38829,-28.0
38830,-20.5
38831,-8.5
38832,803.5
38833,653.5
38834,33.5
38836,10710.0
38837,724.5
38838,1037.0
38857,-39.0
38858,319.5
38859,823.0
38860,21.0
38861,-72.0
38864,-37.5
38865,-37.5
38867,13.0
38868,-26.0
38869,24.0
38871,-37.0
38872,-39.0
38874,346.5
38880,168.5
38881,-25.0
38888,-23.5
38889,421.5
38897,16826.0
38898,2600.5
38899,8.0
38901,-35.0
38902,-35.5
38903,690.5
38906,695.5
38907,751.5
38914,-14.0
38915,13236.5
38916,178.0
38917,-23.0
38918,-34.0
38919,3.0
38923,28.0
38924,-29.0
38925,27.0
38926,168.0
38927,-34.0
38928,-34.0
38931,471.5
38932,32607.5
38941,180.5
38942,1409.5
38943,1913.0
38944,1433.0
38945,429.0
38950,31.0
38951,87.0
38952,14.0
38953,-20.0
38957,-28.5
38962,665.5
38964,1587.0
38968,197.0
38969,-19.5
38973,-18.0
38974,253.0
38975,64.5
38978,153.0
38980,-25.5
38983,251.5
38987,-28.0
38989,447.0
38990,75.0
38993,-15.0
38994,96.0
38995,494.5
38996,110.0
38997,148.0
38998,-26.5
39000,676.5
39001,330.5
39005,324.5
39006,60.5
39007,-51.0
39010,-15.0
39011,-16.5
39012,-51.0
39013,3.0
39014,9972.5
39017,880.0
39018,-41.5
39019,-12.0
39020,83.5
39021,-72.0
39022,150.5
39023,210.0
39024,-22.0
39027,-18.0
39030,256.5
39031,-10.0
39033,235.5
39034,279.5
39039,81.0
39041,320.5
39042,-8.0
39046,-6.5
39048,4297.5
39056,-4.5
39057,774.0
39060,1960.5
39062,202.0
39063,-4.0
39064,192.0
39066,216.0
39067,64.5
39068,65.0
39069,80.0
39070,44.5
39071,3414.0
39072,230.0
39073,139.5
39078,-30.0
39079,451.0
39080,-11.5
39081,216.0
39082,-72.0
39083,220.5
39084,2432.5
39085,88.5
39087,1419.0
39088,0.0
39090,577.5
39091,-30.0
38839,232.5
38840,186.0
38842,-40.0
38844,-29.0
38847,-39.5
38849,17.0
38850,-27.5
38851,-35.5
38852,792.5
38853,-27.5
38854,2458.5
38855,16.0
39093,402.0
39094,0.0
39095,57.0
39097,-12.0
39098,-35.5
39099,-0.5
39100,0.0
39101,52.5
39102,5.5
39103,0.0
39104,0.0
39106,142.5
39108,0.0
39110,0.0
39111,737.0
39112,-17.5
39113,1040.5
39114,2622.5
39116,38.0
39117,65.0
39118,1675.5
39119,-18.0
39120,-17.0
39121,76.5
39122,1806.0
39123,810.0
39124,-20.5
39126,-25.0
39127,1311.5
39129,76.0
39130,-10.0
39134,580.0
39135,329.5
39136,544.0
39137,-15.5
39138,-15.5
39139,17.5
39141,-28.5
39142,1381.0
39143,624.5
39144,1230.5
39145,71.0
39148,-27.0
39149,19.0
39150,-26.5
39153,19.5
39154,366.0
39156,-26.0
39158,1167.0
39159,173.5
39160,355.0
39162,-25.5
39163,-28.0
39164,345.5
39165,3387.0
39166,-13.5
39167,880.0
39168,-61.5
39170,2099.5
39171,792.0
39172,166.0
39175,-26.5
39176,-16.5
39177,-12.5
39178,-13.5
39181,43732.5
39182,-25.0
39183,-11.5
39185,355.0
39186,791.0
39187,49.0
39188,-11.0
39189,286.5
39192,-23.5
39194,49.0
39195,1257.5
39196,2032.5
39197,157.5
39198,-11.5
39201,27.0
39202,-2.0
39203,25.0
39204,-22.5
39205,-72.0
39206,420.0
39207,730.0
39208,-11.5
39209,51.0
39210,108.0
39213,-22.5
39214,-22.0
39215,-22.5
39216,3313.5
39217,1610.5
39218,-21.5
39219,-9.5
39220,-10.0
39221,-9.5
39222,112.5
39225,49.0
39226,52.0
39227,44808.5
39228,-11.5
39229,2204.5
39233,-21.5
39234,-43.0
39237,13025.5
39238,111.0
39239,118.5
39240,265.5
39241,665.0
39244,-21.5
39246,2978.5
39247,51.0
39249,117.5
39250,4096.5
39251,-8.0
39253,179.5
39254,-7.0
39257,828.5
39258,-21.0
39259,-19.0
39261,-23.0
39262,1740.0
39263,-8.5
