Facebook_news_id (by hour),Facebook_avg_popularity (by hour)
17170,14.833333333333334
17172,162.14583333333334
17173,64.1875
17176,4.9375
17179,314.5
17180,16.833333333333332
17181,0.9583333333333334
17182,4.875
17183,28.4375
17186,4.729166666666667
17187,-0.5
17188,-1.3333333333333333
17190,-0.3958333333333333
17192,87.60416666666667
17193,25.9375
17198,13.625
17201,2.6041666666666665
17202,25.291666666666668
17204,-0.125
17205,14.104166666666666
17209,-0.9375
17210,-0.5625
17212,26.0
17213,524.6458333333334
17214,-0.5208333333333334
17215,-0.5208333333333334
17216,-0.375
17217,0.8541666666666666
17220,-2.0
17222,9.1875
17223,63.6875
17226,16.854166666666668
17227,35.270833333333336
17228,30.5
17236,24.604166666666668
17294,39.4375
17295,4564.604166666667
17297,392.0
17298,93.95833333333333
17299,122.75
17300,139.875
17301,11.375
17242,38.520833333333336
17244,7.666666666666667
17246,-0.7291666666666666
17247,22.0625
17250,1.5833333333333333
17251,6.625
17252,-1.1458333333333333
17253,-1.1458333333333333
17254,38.145833333333336
17255,12.0625
17256,-0.625
17257,-3.0
17258,17.166666666666668
17260,-0.125
17262,0.9791666666666666
17263,8.5625
17267,1.3958333333333333
17270,-1.3333333333333333
17272,50.0625
17273,-0.125
17274,-2.0416666666666665
17275,331.3125
17279,-0.3125
17280,212.89583333333334
17282,595.1666666666666
17283,361.3333333333333
17285,-0.7083333333333334
17286,46.4375
17287,140.58333333333334
17290,2.625
17292,264.1041666666667
17303,8.270833333333334
17304,8.791666666666666
17306,2104.4791666666665
17307,-0.25
17309,74.89583333333333
17310,23.479166666666668
17311,-0.5
17312,7.583333333333333
17314,24.583333333333332
17317,6.75
17318,158.70833333333334
17319,-0.5
17322,-0.041666666666666664
17323,6.083333333333333
17324,41.3125
17325,4.0
17326,23.229166666666668
17328,81.52083333333333
17329,33.145833333333336
17330,15.020833333333334
17332,133.70833333333334
17333,244.33333333333334
17336,293.6875
17339,-0.6041666666666666
17341,38.6875
17342,42.729166666666664
17343,48.166666666666664
17344,131.83333333333334
17345,2.1875
17346,165.47916666666666
17349,1.5625
17350,46.895833333333336
17351,8.8125
17353,29.979166666666668
17354,-0.020833333333333332
17355,94.625
17357,39.541666666666664
17362,2.5625
17363,70.39583333333333
17364,8.416666666666666
17365,6.604166666666667
17367,30.958333333333332
17368,-0.75
17369,168.39583333333334
17374,-0.5
17375,5.5
17378,-0.6041666666666666
17382,-0.5833333333333334
17384,64.125
17388,7.395833333333333
17389,6.833333333333333
17390,2.9583333333333335
17391,3.0833333333333335
17392,4.625
17393,5.5
17394,52.104166666666664
17395,-0.5208333333333334
17396,-0.5
17397,41.375
17398,-0.08333333333333333
17400,24.270833333333332
17401,7.5
17402,0.4166666666666667
17403,38.229166666666664
17405,3.7083333333333335
17406,10.4375
17408,-0.5
17409,5.041666666666667
17412,22.604166666666668
17413,13.291666666666666
17414,13.75
17415,-0.5833333333333334
17416,107.52083333333333
17417,231.60416666666666
17418,3.9583333333333335
17420,17.333333333333332
17421,37.8125
17422,41.604166666666664
17423,-0.041666666666666664
17424,144.0
17425,-0.0625
17426,28.916666666666668
17427,0.875
17428,-0.041666666666666664
17429,248.39583333333334
17432,649.1875
17433,13.75
17435,32.395833333333336
17438,1.75
17439,364.0833333333333
17440,-0.25
17441,108.52083333333333
17442,69.91666666666667
17443,-0.5
17444,129.33333333333334
17445,36.333333333333336
17446,20.541666666666668
17447,183.125
17448,-0.1875
17450,33.791666666666664
17451,11.0625
17452,244.5625
17456,-0.375
17457,-0.5416666666666666
17458,-0.5
17459,1.2916666666666667
17460,2.7291666666666665
17461,1341.5208333333333
17462,8.791666666666666
17463,8.75
17464,28.375
17465,5.9375
17466,3.3333333333333335
17467,994.6666666666666
17472,-0.041666666666666664
17473,29.166666666666668
17474,0.0
17479,86.54166666666667
17480,15.104166666666666
17483,55.833333333333336
17484,-0.020833333333333332
17485,-0.041666666666666664
17489,-0.0625
17490,2.9166666666666665
17494,2.6666666666666665
17496,-0.0625
17497,2.0625
17503,8.645833333333334
17505,2.9166666666666665
17506,2.625
17507,28.208333333333332
17509,-0.5
17510,22.145833333333332
17512,0.75
17516,17.145833333333332
17517,-0.020833333333333332
17518,10.875
17520,158.125
17521,27.520833333333332
17524,-0.5416666666666666
17526,32.375
17527,2.9583333333333335
17528,253.52083333333334
17531,-0.5
17535,463.7083333333333
17536,2.9166666666666665
17539,18.416666666666668
17542,21.645833333333332
17543,23.0
17548,193.33333333333334
17549,4.0625
17550,-0.041666666666666664
17551,2.0
17553,-0.0625
17554,91.20833333333333
17557,2.8125
17558,137.5
17559,4.083333333333333
17560,-0.041666666666666664
17561,21.479166666666668
17562,-0.0625
17563,111.14583333333333
17564,18.0625
17565,5.375
17568,4.145833333333333
17575,-0.020833333333333332
17576,196.1875
17577,-0.0625
17579,-2.1666666666666665
17580,72.5
17581,56.666666666666664
17586,8.0625
17587,5.104166666666667
17588,22.104166666666668
17589,22.583333333333332
17590,-0.020833333333333332
17593,-0.5625
17594,4.291666666666667
17595,1.6875
17596,-0.0625
17597,694.125
17599,89.20833333333333
17600,1571.25
17601,285.0416666666667
17602,17.1875
17605,14.729166666666666
17606,1.5625
17607,7.875
17608,3.1666666666666665
17609,0.5833333333333334
17610,276.3958333333333
17611,19.333333333333332
17612,138.14583333333334
17613,-0.0625
17614,5.625
17615,83.85416666666667
17616,102.60416666666667
17617,1050.3541666666667
17619,22.1875
17620,413.2916666666667
17621,47.895833333333336
17622,44.458333333333336
17623,541.1666666666666
17627,829.1041666666666
17629,49.9375
17630,9.083333333333334
17631,-0.22916666666666666
17632,-0.16666666666666666
17635,1317.8125
17636,44.979166666666664
17637,5.583333333333333
17639,55.895833333333336
17640,106.08333333333333
17641,85.625
17642,67.10416666666667
17643,2.8333333333333335
17644,32.708333333333336
17646,28.9375
17648,39.541666666666664
17649,261.2916666666667
17652,869.2291666666666
17653,40.6875
17654,-0.0625
17655,19.333333333333332
17659,46.25
17662,-0.8541666666666666
17664,306.6666666666667
17665,440.9166666666667
17667,18.666666666666668
17668,52.9375
17669,5.208333333333333
17670,3.625
17671,5.5625
17673,11.625
17675,247.625
17676,125.5625
17677,-2.5416666666666665
17678,19.6875
17679,6.666666666666667
17681,6.375
17682,27.770833333333332
17683,10.395833333333334
17684,2.6666666666666665
17686,108.60416666666667
17687,16.625
17688,11.5625
17690,228.64583333333334
17691,5.708333333333333
17692,13.541666666666666
17694,16.25
17695,-0.5
17696,2.875
17697,20.5625
17698,181.54166666666666
17699,23.4375
17700,-0.5208333333333334
17701,-0.5
17702,999.6666666666666
17703,589.5
17704,2.9583333333333335
17705,3497.875
17706,36.895833333333336
17707,7.5625
17710,9.5
17711,11.583333333333334
17712,56.25
17713,-0.5625
17715,910.0833333333334
17716,-0.0625
17717,2.9166666666666665
17718,8.875
17719,-0.5
17720,5.8125
17721,721.9791666666666
17722,829.4583333333334
17725,2.8958333333333335
17726,-0.375
17728,-0.5416666666666666
17730,17.791666666666668
17731,2.75
17732,-0.125
17734,80.97916666666667
17735,67.35416666666667
17736,-0.5
17737,-0.6666666666666666
17738,-0.6875
17739,-1.125
17740,-0.5416666666666666
17741,9.5
17743,-0.041666666666666664
17744,51.5625
17745,21.354166666666668
17746,-0.5
17747,4.291666666666667
17748,-1.0
17749,1.25
17750,37.083333333333336
17751,19.375
17752,7.3125
17753,3.8125
17754,104.33333333333333
17755,-0.6875
17756,8.270833333333334
17757,31.1875
17760,7.729166666666667
17761,-0.5
17762,10.354166666666666
17763,887.6458333333334
17765,182.91666666666666
17766,1585.2083333333333
17768,187.20833333333334
17769,486.9791666666667
17772,41.125
17773,-0.5
17774,35.354166666666664
17775,2.9166666666666665
17776,897.4166666666666
17777,1.4166666666666667
17778,-0.5208333333333334
17779,-0.5208333333333334
17780,-1.5208333333333333
17781,-0.5
17782,-0.4375
17783,-0.5416666666666666
17784,1.1875
17785,-0.041666666666666664
17786,9.791666666666666
17787,-0.375
17788,1.625
17789,3.75
17790,66.85416666666667
17791,391.1666666666667
17794,35.541666666666664
17795,-0.041666666666666664
17797,52.354166666666664
17798,18.395833333333332
17799,22.916666666666668
17806,4356.895833333333
17807,14.8125
17808,92.02083333333333
17809,25.604166666666668
17813,21.333333333333332
17814,11.75
17815,25.020833333333332
17816,-1.0833333333333333
17818,5.458333333333333
17824,68.6875
17825,95.0625
17826,222.72916666666666
17827,-0.7291666666666666
17829,11.6875
17830,46.791666666666664
17841,0.6041666666666666
17843,-0.5625
17844,-1.5
17847,226.72916666666666
17848,12.75
17852,31.625
17854,38.166666666666664
17855,7.708333333333333
17858,-1.2291666666666667
17859,-0.9166666666666666
17861,35.645833333333336
17865,4.416666666666667
17871,9.166666666666666
17872,108.77083333333333
17875,35.25
17876,-0.041666666666666664
17878,1.8541666666666667
17879,254.20833333333334
17880,2.2083333333333335
17881,2.3333333333333335
17885,10.979166666666666
17886,209.20833333333334
17887,41.520833333333336
17888,17.520833333333332
17889,7.541666666666667
17890,75.58333333333333
17891,7.145833333333333
17893,123.02083333333333
17896,-0.5625
17897,246.625
17898,8.645833333333334
17903,22.583333333333332
17904,16.395833333333332
17905,2.5
17906,43.041666666666664
17909,6.8125
17910,-0.020833333333333332
17913,-0.5
17915,17.0625
17916,49.395833333333336
17917,38.208333333333336
17918,0.0
17922,0.7291666666666666
17923,116.70833333333333
17924,36.833333333333336
17925,1323.125
17926,29.604166666666668
17934,61.791666666666664
17935,174.10416666666666
17936,144.33333333333334
17938,-0.5208333333333334
17939,25.5625
17943,1093.7291666666667
17944,5.9375
17947,-0.7291666666666666
17953,1005.3333333333334
17954,24.958333333333332
17955,35.083333333333336
17958,-1.2916666666666667
17959,6.5
17960,18.583333333333332
17963,21.645833333333332
17964,1642.9583333333333
17966,76.95833333333333
17968,-0.5208333333333334
17971,7.166666666666667
17972,2.9583333333333335
17974,3.6041666666666665
17975,0.5208333333333334
17978,72.58333333333333
17979,12.583333333333334
17980,8.4375
17981,96.3125
17982,-0.0625
17983,-2.8333333333333335
17987,25.083333333333332
17989,60.6875
17990,196.64583333333334
17991,-3.0
17995,35.75
17996,17.166666666666668
17997,-0.5208333333333334
17998,-0.5208333333333334
17999,-0.875
18001,8.770833333333334
18002,33.6875
18005,0.6458333333333334
18007,62.375
18009,107.25
18010,69.85416666666667
18012,2.875
18013,4.895833333333333
18016,26.958333333333332
18018,7162.854166666667
18022,5.333333333333333
18024,117.60416666666667
18025,37.75
18026,8.833333333333334
18027,1627.2083333333333
18030,73.4375
18033,23.104166666666668
18035,96.14583333333333
18036,12.145833333333334
18038,-0.5
18041,-0.5
18042,108.22916666666667
18044,45.708333333333336
18045,1.0416666666666667
18046,1.125
18047,3.1875
18048,55.270833333333336
18049,9.25
18052,58.875
18053,-0.5416666666666666
18054,-1.8125
18055,70.02083333333333
18056,10.854166666666666
18057,268.3958333333333
18059,-0.8125
18060,-0.5416666666666666
18061,-0.75
18066,1.875
18067,-0.5
18069,24.625
18070,-0.020833333333333332
18071,355.6458333333333
18072,19.833333333333332
18074,1.0
18075,44.5625
18076,3.5833333333333335
18077,7.0
18078,3.3333333333333335
18079,-0.041666666666666664
18080,-0.041666666666666664
18081,-1.9375
18082,11573.104166666666
18083,15.375
18084,8.5
18086,-0.6041666666666666
18087,45.875
18088,98.27083333333333
18089,33.6875
18090,6.520833333333333
18091,41.729166666666664
18093,19.604166666666668
18094,7.520833333333333
18095,8.416666666666666
18096,28.541666666666668
18097,-0.5
18098,2.875
18099,21.5625
18100,8.25
18101,-0.0625
18102,6.041666666666667
18104,36.291666666666664
18105,17.25
18106,13.520833333333334
18107,2341.9166666666665
18111,238.35416666666666
18112,353.125
18116,23.104166666666668
18117,8.854166666666666
18118,35.770833333333336
18119,-0.5
18120,-0.5
18123,125.66666666666667
18124,11.166666666666666
18127,2.2916666666666665
18128,-0.5208333333333334
18132,30.270833333333332
18133,385.125
18134,19.333333333333332
18135,11.645833333333334
18139,2.9583333333333335
18140,-0.9583333333333334
18141,30.5625
18143,22.270833333333332
18144,-3.0
18145,72.125
18146,73.20833333333333
18148,8819.833333333334
18149,46.0
18152,31.895833333333332
18153,5.9375
18154,1216.5416666666667
18155,4.041666666666667
18156,-0.5
18157,-0.9166666666666666
18158,1.5
18159,30.208333333333332
18162,8.5
18165,-0.0625
18168,-0.5208333333333334
18169,52.583333333333336
18170,191.25
18171,-0.020833333333333332
18173,8.145833333333334
18174,2.9583333333333335
18177,-0.6666666666666666
18178,-0.5
18180,9.0
18181,14.5
18182,28.0625
18184,830.4375
18187,210.75
18188,11.5625
18189,2.4166666666666665
18190,-0.20833333333333334
18191,177.41666666666666
18192,4.166666666666667
18194,119.64583333333333
18195,1074.75
18196,371.9583333333333
18197,1183.6041666666667
18199,-0.7291666666666666
18200,261.7291666666667
18201,69.625
18204,83.375
18205,2.4791666666666665
18206,222.52083333333334
18207,7.666666666666667
18208,7.520833333333333
18210,30.083333333333332
18211,8.354166666666666
18212,103.39583333333333
18213,2.7708333333333335
18215,-0.5208333333333334
18217,162.77083333333334
18218,53.791666666666664
18219,2.875
18220,81.75
18223,3.1666666666666665
18227,-0.5
18230,8.520833333333334
18231,61.958333333333336
18234,55.708333333333336
18235,37.145833333333336
18238,35.9375
18239,29.708333333333332
18240,89.35416666666667
18241,49.291666666666664
18242,4.729166666666667
18243,65.375
18244,42.770833333333336
18247,50.3125
18250,60.8125
18256,60.166666666666664
18257,32.979166666666664
18260,42.770833333333336
18261,18.958333333333332
18262,4.6875
18263,-0.75
18264,-0.625
18265,5.5
18266,2.0833333333333335
18267,129.125
18268,1.0
18269,-2.5833333333333335
18270,-2.375
18273,90.29166666666667
18274,2.0
18275,-1.0208333333333333
18276,-2.3333333333333335
18283,299.1041666666667
18288,62.041666666666664
18289,17.541666666666668
18292,-3.0
18293,1638.9583333333333
18295,-0.5208333333333334
18297,43.375
18298,-0.1875
18301,393.5208333333333
18302,8.229166666666666
18303,24.1875
18304,138.64583333333334
18305,55.229166666666664
18306,53.791666666666664
18307,5.625
18309,11.395833333333334
18310,57.104166666666664
18311,191.83333333333334
18315,-1.2291666666666667
18318,-0.8125
18319,220.16666666666666
18320,8.145833333333334
18322,51.916666666666664
18324,29.666666666666668
18325,10.041666666666666
18326,2.5625
18327,-0.625
18328,-0.6041666666666666
18330,0.7916666666666666
18331,87.27083333333333
18333,163.5625
18334,28.270833333333332
18335,24.104166666666668
18336,1.75
18337,128.625
18338,0.9166666666666666
18339,13.125
18340,1.8333333333333333
18341,-0.5416666666666666
18342,20.958333333333332
18344,-1.1875
18345,27.291666666666668
18346,123.0625
18347,54.5625
18348,5.979166666666667
18349,116.625
18350,13.6875
18354,492.7291666666667
18355,-1.3333333333333333
18365,4.791666666666667
18368,12.791666666666666
18369,-0.4375
18370,7.333333333333333
18371,83.125
18372,-3.0
18373,46.666666666666664
18375,27.6875
18377,59.270833333333336
18378,1987.125
18379,768.875
18381,4.6875
18384,-0.6875
18385,2.5625
18386,8.0625
18387,2.75
18389,-0.10416666666666667
18390,33.604166666666664
18393,-0.625
18394,57.229166666666664
18395,2.7916666666666665
18400,20.041666666666668
18403,-0.5416666666666666
18404,-0.5208333333333334
18406,20.208333333333332
18407,2.8541666666666665
18408,12.291666666666666
18409,23.145833333333332
18410,167.60416666666666
18411,126.8125
18412,22.416666666666668
18414,2347.2083333333335
18415,8.666666666666666
18416,9.8125
18420,4.875
18421,-0.5
18422,-0.5
18423,6.625
18424,1321.625
18425,-0.041666666666666664
18426,-0.8125
18427,-0.020833333333333332
18429,5.8125
18430,43.0
18431,-0.5208333333333334
18432,-3.0
18433,157.70833333333334
18435,25.625
18436,58.479166666666664
18437,565.8125
18438,-0.5
18443,-2.2291666666666665
18444,-2.2916666666666665
18445,251.375
18447,60.020833333333336
18448,36.729166666666664
18453,7.791666666666667
18454,13.020833333333334
18455,-0.041666666666666664
18460,-3.0
18462,3347.5
18463,-0.020833333333333332
18464,2.4583333333333335
18465,12.395833333333334
18468,-0.5
18470,39.729166666666664
18475,14.5
18476,-3.0
18479,21.041666666666668
18484,123.45833333333333
18485,22.479166666666668
18486,2.875
18488,2.5
18489,31.770833333333332
18490,0.7291666666666666
18491,18.229166666666668
18492,268.8958333333333
18493,70.9375
18494,67.47916666666667
18495,-0.5
18496,-0.5
18498,10.416666666666666
18499,167.79166666666666
18500,9.416666666666666
18501,154.60416666666666
18503,0.0
18504,14.083333333333334
18505,12.645833333333334
18511,6.625
18512,15.375
18513,5.9375
18514,24.875
18518,85.33333333333333
18519,2.5
18520,357.5208333333333
18524,-1.8541666666666667
18526,17.625
18527,74.125
18528,39.229166666666664
18534,21.229166666666668
18535,-2.4166666666666665
18540,14.833333333333334
18541,46.083333333333336
18542,5.770833333333333
18544,2.125
18545,171.0
18546,193.5625
18548,1.375
18549,-0.0625
18552,-0.5208333333333334
18555,44.75
18556,271.9166666666667
18558,10.75
18559,-0.4375
18560,-0.5
18561,3.7291666666666665
18562,0.0
18563,19.583333333333332
18565,61.833333333333336
18566,11.0625
18567,18.0625
18568,-0.5625
18570,285.1458333333333
18571,1179.625
18573,-3.0
18576,184.85416666666666
18581,2.8125
18582,21.5
18583,10.6875
18584,268.75
18585,-2.4375
18586,18.145833333333332
18587,-2.75
18590,6.020833333333333
18592,36.833333333333336
18595,4.5625
18596,4.770833333333333
18599,1356.6458333333333
18600,-0.9166666666666666
18601,-3.0
18603,684.7083333333334
18605,-0.5
18609,-0.3125
18611,-0.5625
18612,-0.5625
18614,10.270833333333334
18615,-0.5416666666666666
18618,34.291666666666664
18619,0.0
18621,2.7083333333333335
18622,-0.5
18624,16.541666666666668
18625,159.125
18626,254.72916666666666
18627,-0.5
18629,2.375
18630,9.979166666666666
18634,-0.5
18635,180.5
18636,-0.5
18637,-0.6875
18638,333.9791666666667
18639,26.25
18640,117.91666666666667
18644,-0.0625
18648,-0.625
18650,20.333333333333332
18651,28.125
18652,-0.5
18653,6.354166666666667
18654,15.0
18655,10.583333333333334
18656,144.22916666666666
18667,26.270833333333332
18668,1.5833333333333333
18669,21.25
18670,5.791666666666667
18674,-1.0833333333333333
18675,-0.5208333333333334
18676,51.791666666666664
18678,-0.6041666666666666
18680,10.1875
18681,-0.0625
18682,5.25
18683,670.4166666666666
18684,-0.5
18685,17.166666666666668
18687,3.3541666666666665
18688,8.0625
18689,8.75
18690,20.875
18691,4.75
18693,2.9166666666666665
18694,-0.5208333333333334
18695,1334.9166666666667
18696,39.604166666666664
18697,-1.0833333333333333
18698,-0.7083333333333334
18700,26.0625
18701,6.479166666666667
18702,325.375
18703,55.3125
18704,35.375
18705,9.604166666666666
18706,2.375
18707,5.375
18708,9.4375
18709,79.52083333333333
18712,-0.5416666666666666
18714,22.833333333333332
18715,-0.10416666666666667
18716,-0.0625
18718,400.5208333333333
18719,18.3125
18721,16.875
18722,504.9791666666667
18724,2.875
18725,56.583333333333336
18726,22.229166666666668
18727,-0.5416666666666666
18728,5.75
18729,-1.2083333333333333
18730,88.52083333333333
18731,-1.0833333333333333
18733,5.833333333333333
18735,-0.5
18737,85.125
18738,2.875
18741,-0.5208333333333334
18743,2.8125
18744,2.8541666666666665
18750,484.7291666666667
18752,233.29166666666666
18753,43.833333333333336
18754,33.0
18755,6.770833333333333
18756,77.14583333333333
18764,6.666666666666667
18766,-0.020833333333333332
18770,760.875
18774,148.125
18779,-1.9375
18780,9.708333333333334
18781,-0.7083333333333334
18782,316.0833333333333
18783,75.77083333333333
18784,14.0
18785,33.25
18788,23.541666666666668
18790,-0.020833333333333332
18791,6.3125
18792,14.645833333333334
18794,20.645833333333332
18795,13.666666666666666
18796,21.104166666666668
18797,4.416666666666667
18798,85.04166666666667
18802,25.4375
18803,5.625
18805,9.666666666666666
18806,221.14583333333334
18807,8.5
18808,-0.2916666666666667
18809,97.52083333333333
18811,2.8541666666666665
18816,53.166666666666664
18817,1.125
18818,21.583333333333332
18822,299.9791666666667
18825,-0.5208333333333334
18832,-3.0
18835,12.916666666666666
18842,8.333333333333334
18843,2510.1041666666665
18844,28.875
18851,7.083333333333333
18852,18.083333333333332
18857,22.645833333333332
18858,100.125
18859,14.208333333333334
18860,-0.6041666666666666
18861,5.4375
18864,2.4375
18867,4.125
18868,7.395833333333333
18869,417.75
18871,69.8125
18872,14.125
18873,47.291666666666664
18874,17.333333333333332
18878,181.72916666666666
18880,-0.5625
18881,7.875
18882,928.9375
18885,575.7916666666666
18886,4.0625
18887,50.520833333333336
18888,139.27083333333334
18889,181.58333333333334
18890,1.9166666666666667
18891,-0.5208333333333334
18893,-0.5208333333333334
18895,20.666666666666668
18897,17.1875
18900,-0.6666666666666666
18902,27.958333333333332
18903,94.08333333333333
18904,8.125
18906,8.666666666666666
18907,3.0
18908,-1.125
18909,58.520833333333336
18910,175.47916666666666
18911,211.64583333333334
18913,41.166666666666664
18914,-0.08333333333333333
18915,-0.2916666666666667
18916,2.625
18919,38.0
18920,60.875
18921,-0.5
18922,104.54166666666667
18923,19.604166666666668
18924,253.64583333333334
18925,24.75
18926,-3.0
18928,24.916666666666668
18930,8.875
18932,-0.08333333333333333
18933,9.166666666666666
18935,19.666666666666668
18936,55.3125
18937,-0.5208333333333334
18938,43.4375
18940,1.9375
18941,60.020833333333336
18944,11.1875
18945,0.0
18946,204.83333333333334
18947,75.0
18948,26.0625
18950,15.520833333333334
18952,2.0
18954,20.041666666666668
18955,-0.3125
18959,132.72916666666666
18962,50.416666666666664
18963,1.8958333333333333
18964,2.9166666666666665
18966,-0.25
18967,257.4166666666667
18969,-3.0
18970,22.020833333333332
18977,5.583333333333333
18978,211.3125
18979,5.9375
18981,82.08333333333333
18983,9.5625
18984,-0.16666666666666666
18986,189.4375
18988,137.14583333333334
18989,4.0625
18990,-0.0625
18993,2.8958333333333335
18994,-0.1875
18995,61.875
18996,33.979166666666664
18998,5.9375
19001,49.729166666666664
19002,-0.375
19005,-0.5
19006,-0.0625
19007,59.291666666666664
19010,-0.5208333333333334
19011,2.75
19012,28.145833333333332
19013,5.833333333333333
19015,11.8125
19016,-0.1875
19019,4.416666666666667
19020,17.854166666666668
19021,-0.0625
19022,-0.1875
19023,-0.5208333333333334
19024,0.0
19025,-0.125
19027,-0.041666666666666664
19028,14.708333333333334
19029,5.375
19030,7.479166666666667
19032,4.4375
19034,0.0
19036,-0.041666666666666664
19037,-0.020833333333333332
19039,2.7916666666666665
19041,239.125
19042,8.895833333333334
19043,22.5
19044,43.354166666666664
19045,11.5625
19046,14.333333333333334
19047,352.9583333333333
19050,3.875
19052,76.27083333333333
19053,0.375
19054,8.25
19055,14.25
19056,7.1875
19057,-0.5208333333333334
19058,462.5625
19059,11.729166666666666
19061,60.208333333333336
19062,-0.0625
19063,17.75
19064,-0.6041666666666666
19065,17.395833333333332
19066,-0.6875
19067,3.1458333333333335
19068,9.916666666666666
19072,-0.5833333333333334
19073,38.25
19074,-0.0625
19075,2.5
19076,-0.0625
19077,2.375
19083,15.166666666666666
19084,90.25
19087,-0.14583333333333334
19090,79.35416666666667
19091,8.5625
19092,13.8125
19098,15.895833333333334
19099,206.20833333333334
19100,16.666666666666668
19101,48.0
19102,21.0625
19103,30.083333333333332
19104,2.875
19106,28.333333333333332
19108,23.0625
19109,2.6666666666666665
19110,133.77083333333334
19112,0.8333333333333334
19113,49.416666666666664
19114,-0.3541666666666667
19116,82.95833333333333
19117,28.083333333333332
19118,177.16666666666666
19120,3.9583333333333335
19121,-1.6458333333333333
19122,-2.4583333333333335
19123,310.5625
19125,654.875
19126,220.58333333333334
19127,2.2708333333333335
19129,139.04166666666666
19131,-0.375
19132,23.708333333333332
19133,0.0
19134,56.0
19135,114.9375
19136,224.4375
19140,-0.5
19144,697.25
19145,983.1458333333334
19149,154.39583333333334
19150,26.479166666666668
19151,33.354166666666664
19153,5.875
19154,4.458333333333333
19155,-0.0625
19156,49.9375
19157,17.1875
19159,56.104166666666664
19160,43.75
19162,-0.0625
19163,23.458333333333332
19164,8.145833333333334
19166,2.7916666666666665
19168,3.0625
19169,7.604166666666667
19170,2.7083333333333335
19171,7.8125
19174,-0.25
19175,118.27083333333333
19176,181.0
19177,14.416666666666666
19179,31.6875
19180,5.25
19181,-0.6458333333333334
19182,-2.6041666666666665
19183,79.45833333333333
19184,215.35416666666666
19185,-0.2916666666666667
19188,106.9375
19189,4.5
19190,8.916666666666666
19191,18.083333333333332
19192,-0.0625
19193,2.8125
19194,332.0625
19195,18.166666666666668
19196,50.916666666666664
19202,9.25
19203,24.854166666666668
19204,45.479166666666664
19206,-0.5
19207,192.02083333333334
19208,2.9166666666666665
19212,31.375
19213,4.854166666666667
19214,11.708333333333334
19215,14.75
19220,33.604166666666664
19222,-0.5
19225,2.8541666666666665
19226,14.604166666666666
19227,1.5625
19229,6.5
19230,5.604166666666667
19231,2.6458333333333335
19232,0.625
19233,17.083333333333332
19234,60.0625
19235,197.8125
19236,10.0625
19241,21.375
19242,-0.041666666666666664
19244,233.75
19248,1132.5833333333333
19249,-0.020833333333333332
19250,38.1875
19252,390.4375
19253,-0.5
19254,6.75
19255,4.6875
19256,-0.25
19258,-0.5
19259,5.479166666666667
19260,11.770833333333334
19261,460.4583333333333
19262,14.25
19263,231.0
19264,-0.5208333333333334
19265,-0.5
19266,2.875
19267,10.229166666666666
19268,-0.5
19269,5.583333333333333
19270,13.0
19272,1.3541666666666667
19274,43.3125
19275,279.3958333333333
19276,12.125
19279,-0.5
19280,317.9583333333333
19281,53.854166666666664
19282,-0.3125
19283,-0.1875
19284,-0.041666666666666664
19285,133.4375
19286,7.791666666666667
19287,675.0
19289,34.458333333333336
19290,124.47916666666667
19291,2.75
19292,-0.0625
19293,17.416666666666668
19294,1227.4583333333333
19295,5.604166666666667
19297,75.8125
19298,37.5
19299,618.6041666666666
19300,5.895833333333333
19301,860.5
19305,-0.1875
19306,106.64583333333333
19310,-0.5
19312,7.5
19313,34.104166666666664
19314,167.0625
19317,1.8958333333333333
19318,14.729166666666666
19323,0.0
19327,-0.5208333333333334
19328,-0.5208333333333334
19331,2.9166666666666665
19332,3.9791666666666665
19336,10.9375
19337,11.333333333333334
19339,-0.5
19340,-0.5
19342,75.79166666666667
19347,12.458333333333334
19348,124.29166666666667
19349,11.020833333333334
19350,5.770833333333333
19351,27.458333333333332
19354,16.395833333333332
19355,2.5
19357,6.958333333333333
19358,4.6875
19359,0.0
19360,3.6666666666666665
19361,4.041666666666667
19362,32.9375
19366,45.854166666666664
19367,206.5625
19368,4.208333333333333
19369,2.875
19370,2.9583333333333335
19373,-0.5625
19375,-0.041666666666666664
19381,47.145833333333336
19382,10.625
19392,2.375
19395,144.4375
19397,17.75
19403,41.791666666666664
19404,12.666666666666666
19405,148.5
19406,146.375
19407,2.625
19408,1.5
19410,38.3125
19411,8.5625
19413,887.9375
19417,8.145833333333334
19418,-0.0625
19422,3.0
19423,64.52083333333333
19424,-0.5625
19425,-2.8333333333333335
19429,8.3125
19430,64.83333333333333
19433,56.895833333333336
19434,-0.08333333333333333
19440,11.104166666666666
19441,2.625
19442,12.166666666666666
19445,36.9375
19446,74.16666666666667
19447,-0.020833333333333332
19450,-0.0625
19451,13.125
19452,7.791666666666667
19455,26.666666666666668
19456,15.979166666666666
19461,0.0
19462,62.208333333333336
19463,43.875
19464,92.27083333333333
19465,-0.20833333333333334
19467,53.458333333333336
19468,5.895833333333333
19469,16.5
19470,58.145833333333336
19472,-0.7291666666666666
19473,-0.0625
19474,199.14583333333334
19476,-0.16666666666666666
19477,5.5
19479,-0.3958333333333333
19480,56.729166666666664
19481,35.625
19482,106.6875
19483,2.125
19484,11.541666666666666
19487,6.875
19488,84.1875
19489,7.625
19492,313.5625
19493,3.2083333333333335
19497,62.166666666666664
19498,49.166666666666664
19499,8.604166666666666
